SKN,LAT,LON,Station.Name,UID
771.11_R,21.40488889,-157.8504444,N.HalawaValleyRGattunnel,21.404889_-157.850444
771.9_R,21.382,-157.9033333,NHalawaRainGagenrHonolulu,21.382000_-157.903333
772.0_R,21.37823611,-157.8700306,MoanaluaRaingagenrHonolulu,21.378236_-157.870031
772.1_R,21.39295833,-157.8908639,N.HalawaRaingagenrAiea,21.392958_-157.890864
772.3_R,21.39338889,-157.8401111,MoanaluaRGNo.1atalt1000,21.393389_-157.840111
772.5_R,21.3736,-157.8801,Moanalua Stream,21.373600_-157.880100
772.6_R,21.38823333,-157.8486389,MoanaluaRaingagenrKaneohe,21.388233_-157.848639
773.0_R,21.33933391,-157.8567005,KAPALAMA 773,21.339334_-157.856700
775.0_R,21.339125,-157.835905,NUUANU RES 5 775,21.339125_-157.835905
777.0_R,21.37516437,-157.8222555,KALIHI RES SITE 777,21.375164_-157.822256
777.3_R,21.3771,-157.8166,Wilson Tunnel,21.377100_-157.816600
780.5_R,21.32711168,-157.8239234,TANTALUS 2 780.5,21.327112_-157.823923
781.0_R,21.40849568,-157.8105878,KANEOHE MAUKA 781,21.408496_-157.810588
781.11_R,21.39184444,-157.809475,LulukuRaingageatalt,21.391844_-157.809475
781.13_R,21.4039,-157.8017,"KANEOHE 0.8 SW, HI US",21.403900_-157.801700
781.7_R,21.3873,-157.8098,LULUKU 781.7,21.387300_-157.809800
781.9_R,21.38628889,-157.7928083,RBKamooaliiRaingagenrKaneohe,21.386289_-157.792808
782.3_R,21.3502007,-157.8184,Nuuanu Upper,21.350201_-157.818400
783.0_R,21.35266525,-157.807534,NUUANU RES 4 783,21.352665_-157.807534
784.0_R,21.33516641,-157.8105899,PAUOA FLATS 784,21.335166_-157.810590
785.4_R,21.3330002,-157.8024,Manoa Lyon Arbo,21.333000_-157.802400
787.1_R,21.351,-157.7668,MAUNAWILI 787.1,21.351000_-157.766800
788.0_R,21.3666,-157.7785,ST STEPHENS SEMINARY,21.366600_-157.778500
788.1_R,21.37183016,-157.7839226,PALI GOLF COURSE 788.1,21.371830_-157.783923
788.2_R,21.3666992,-157.7786,St Stephens Seminary,21.366699_-157.778600
790.11_R,21.3777008,-157.7507,Olomana Fire Stn,21.377701_-157.750700
793.1_R,21.3727,-157.725,WAIMANALO EXPERIMENTAL FARM,21.372700_-157.725000
795.1_R,21.33516407,-157.7105906,WAIMANALO EXP F 795.1,21.335164_-157.710591
795.3_R,21.3356991,-157.7116,Waimanalo Nonokio,21.335699_-157.711600
798.0_R,21.44683495,-158.1855845,WAIANAE 798,21.446835_-158.185585
799.0_R,21.48,-158.1072222,WAIAWA PHB,21.480000_-158.107222
800.3_R,21.47833333,-158.1963889,MAKAHA CTRY CLUB 800.3,21.478333_-158.196389
801.1_R,21.4566994,-158.18,Waianae Kawiwi,21.456699_-158.180000
803.2_R,21.48055556,-158.1552778,WAIANAE VALLEY,21.480556_-158.155278
804.0_R,21.4211006,-158.1352,Lualualei,21.421101_-158.135200
810.1_R,21.48722,-158.02806,WHEELER ARMY AIR FIELD 810.1,21.487220_-158.028060
820.6_R,21.4638004,-157.9991,Mililani,21.463800_-157.999100
821.3_R,21.48880556,-157.9960556,"SFKaukonahuaRainGage,nrWaawa",21.488806_-157.996056
824.2_R,21.4199009,-158.0058,Waipio,21.419901_-158.005800
828.0_R,21.49944444,-157.9933333,SCHOFIELD EAST,21.499444_-157.993333
832.2_R,21.47027778,-157.9708333,KipapaRaingagenrWaawa,21.470278_-157.970833
834.13_R,21.4440994,-157.9669,Waiawa CF,21.444099_-157.966900
835.2_R,21.4298,-157.9452,Palisades,21.429800_-157.945200
837.0_R,21.47016136,-157.8833636,WAIAHOLE 837 ,21.470161_-157.883364
837.11_R,21.48197222,-157.8458333,WaiaholeRGatKamehamehaHwy,21.481972_-157.845833
837.5_R,21.45167,-157.84889,WAIHEE 837.5,21.451670_-157.848890
837.6_R,21.4551,-157.8294,KANEOHE 3.9 NW,21.455100_-157.829400
838.1_R,21.42349474,-157.803921,KANEOHE 838.1,21.423495_-157.803921
839.12_R,21.432,-157.8373,AHUIMANU LOOP 839.12,21.432000_-157.837300
839.15_R,21.4319992,-157.8373,Ahuimanu Loop ,21.431999_-157.837300
839.31_R,21.40628611,-157.829475,HaikuRaingagenrHeeia,21.406286_-157.829475
839.8_R,21.4463997,-157.8584,Waihee Pump,21.446400_-157.858400
840.0_R,21.44404851,-157.7730876,KANEOHE BAY MCAS,21.444049_-157.773088
840.1_R,21.43321608,-157.7869766,COCONUT ISLAND 840.1,21.433216_-157.786977
841.2_R,21.57027778,-158.26,KUAOKALA,21.570278_-158.260000
841.3_R,21.56322317,-158.2430755,KAENA POINT 841.3,21.563223_-158.243076
842.1_R,21.50158333,-158.1801667,MakahaRainGage,21.501583_-158.180167
842.7_R,21.52611111,-158.2041667,MAKUA VALLEY,21.526111_-158.204167
842.8_R,21.52861111,-158.2261111,MAKUA RANGE,21.528611_-158.226111
842.9_R,21.54277778,-158.1988889,MAKUA RIDGE,21.542778_-158.198889
843.8_R,21.576507,-158.159729,WAIALUA 2.0,21.576507_-158.159729
844.5_R,21.50675,-158.1448611,MT Kahala JD,21.506750_-158.144861
845.1_R,21.50638889,-158.1766667,Makaha Valley 1,21.506389_-158.176667
845.2_R,21.50972222,-158.1819444,Makaha Valley 2,21.509722_-158.181944
845.3_R,21.50138889,-158.1725,Makaha Valley 3,21.501389_-158.172500
845.4_R,21.53194444,-158.1688889,Makaha Valley 4A,21.531944_-158.168889
845.5_R,21.51,-158.1633333,Makaha Valley 5,21.510000_-158.163333
845.6_R,21.50611111,-158.1561111,Makaha Valley 6,21.506111_-158.156111
845.7_R,21.50222222,-158.18,Makaha Valley MAK2,21.502222_-158.180000
855.0_R,21.5384949,-158.0855832,KEMOO CAMP 8 855,21.538495_-158.085583
855.3_R,21.5382004,-158.0893,Poamoho Exp Farm,21.538200_-158.089300
855.4_R,21.53833,-158.08917,POAMOHO EXPERIMENTAL FARM 855,21.538330_-158.089170
857.4_R,21.50861111,-158.1147222,SCHOFIELD FIREBREAK,21.508611_-158.114722
858.0_R,21.495,-158.0819444,SCHOFIELD BARRACKS,21.495000_-158.081944
869.0_R,21.58722222,-158.0130556,KAWAILOA TRAINING AREA,21.587222_-158.013056
870.0_R,21.5698814,-158.0278054,OPAEULA 870,21.569881_-158.027805
874.3_R,21.50849545,-158.0089181,UPPER WAHIAWA 874.3,21.508495_-158.008918
882.4_R,21.53341667,-157.9366944,PoamohoRainGageNo.2nrWaawa,21.533417_-157.936694
883.12_R,21.53386111,-157.9213889,"PoamohoRainGageNo1,nrWaawa",21.533861_-157.921389
884.4_R,21.55644444,-157.899,PunaluuRainGageatalt,21.556444_-157.899000
885.6_R,21.53,-157.85028,KUALOA RANCH 885.6,21.530000_-157.850280
885.7_R,21.47747,-157.9369,OAHU FOREST NWR,21.477470_-157.936900
886.11_R,21.51083,-157.86222,"KUALOA RANCH HAKIPUU 886.11, HI US",21.510830_-157.862220
886.4_R,21.54041667,-157.8825556,KahanaRainGageatalt,21.540417_-157.882556
886.6_R,21.49684167,-157.86225,WaikaneRaingageatalt,21.496842_-157.862250
886.8_R,21.5067005,-157.8547,Hakipuu Mauka,21.506701_-157.854700
886.9_R,21.5213,-157.8374,KUALOA RANCH HEADQUATERTERS 886.9,21.521300_-157.837400
892.2_R,21.638859,-158.058759,WAIMEA ARBORETUM 892.2,21.638859_-158.058759
897.1_R,21.62044167,-158.015025,KamananuiRaingagenrMaunawai,21.620442_-158.015025
897.11_R,21.62238889,-158.0143056,KamananuiRainGageatalt,21.622389_-158.014306
897.9_R,21.59902778,-158.0169167,PupukeaRdRainGageatalt,21.599028_-158.016917
901.2_R,21.6793,-157.945,KII KAHUKU 911,21.679300_-157.945000
903.1_R,21.64515375,-157.9291927,B Y U LAIE 903.1,21.645154_-157.929193
903.2_R,21.65,-157.9287,LAIE 0.2 WNW,21.650000_-157.928700
904.1_R,21.60987636,-157.9100271,KAPAKA FARM 904.1,21.609876_-157.910027
905.2_R,21.5843,-157.8915,PUNALULU PUMP 905.2,21.584300_-157.891500
905.22_R,21.5842991,-157.8916,Punaluu Pump,21.584299_-157.891600
909.0_R,21.67916667,-157.9894444,KAHUKU TRAINING AREA,21.679167_-157.989444
911.1_R,21.68833333,-157.9525,KII,21.688333_-157.952500
916.0_R,21.41435556,-158.0979028,Honouliuli,21.414356_-158.097903
927.0_R,21.90353436,-159.5772088,ELEELE 927,21.903534_-159.577209
930.0_R,21.89631087,-159.5572079,WAHIAWA 930,21.896311_-159.557208
931.0_R,21.89019743,-159.5172067,WEST LAWAI 931,21.890197_-159.517207
934.0_R,21.90519794,-159.4938722,EAST LAWAI 934,21.905198_-159.493872
935.0_R,21.890544,-159.489633,KUKUIULA 935,21.890544_-159.489633
936.0_R,21.90686471,-159.4622057,KOLOA 936,21.906865_-159.462206
940.2_R,21.8788,-159.4518,KOLOA 2.1 SSE,21.878800_-159.451800
941.1_R,21.90102957,-159.422207,MAHAULEPU 941.1,21.901030_-159.422207
946.0_R,21.96638889,-159.6638889,WAIMEA HTS,21.966389_-159.663889
965.0_R,21.91909048,-159.6272113,MAKAWELI 965,21.919090_-159.627211
966.4_R,21.9365005,-159.5866,Hanapepe,21.936501_-159.586600
985.0_R,21.92519845,-159.5338717,BRYDESWOOD STA 985,21.925198_-159.533872
986.2_R,21.9183006,-159.5265,Kalaheo,21.918301_-159.526500
986.3_R,21.9075,-159.5181,KALAHEO 1.1 SSE,21.907500_-159.518100
992.1_R,21.9071007,-159.4768,Omao,21.907101_-159.476800
994.0_R,21.94833,-159.46694,KOLOA MAUKA 994,21.948330_-159.466940
1006.0_R,21.96491938,-159.4305374,HALENANAHO 1006,21.964919_-159.430537
1013.0_R,21.96491954,-159.3972052,PUHI 1013,21.964920_-159.397205
1020.0_R,21.97186009,-159.3688726,LIHUE 1020,21.971860_-159.368873
1020.1_R,21.98156999,-159.3422063,LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1,21.981570_-159.342206
1020.6_R,21.987,-159.338,LIHUE 1.3 NE,21.987000_-159.338000
1022.1_R,21.9923,-159.3586,LIHUE 1.2 NNW,21.992300_-159.358600
1029.0_R,22.02944444,-159.7622222,MANA,22.029444_-159.762222
1036.0_R,22.04083333,-159.6958333,PUU OPAE,22.040833_-159.695833
1042.0_R,22.08972222,-159.5925,WaialaeRainGagenrWaimea,22.089722_-159.592500
1045.0_R,22.07605556,-159.5361111,WaialealeTrailRaingagenrLihue,22.076056_-159.536111
1047.0_R,22.07088889,-159.4979722,Mt.WaialealeRainGagenrLihue,22.070889_-159.497972
1051.0_R,22.0625,-159.4677222,NWailuaDitchRainGagenrLihue,22.062500_-159.467722
1059.0_R,22.0240002,-159.3868,Lihue Variety Stn,22.024000_-159.386800
1060.0_R,22.0660992,-159.396,Wailua UH Exp Stn,22.066099_-159.396000
1061.0_R,22.05682632,-159.4005358,Ekw 5,22.056826_-159.400536
1061.5_R,22.066,-159.3962,Wailua UH Exp Stn,22.066000_-159.396200
1062.1_R,22.0239,-159.387,LIHUE VRTY STA 1062.1,22.023900_-159.387000
1063.2_R,22.0593,-159.365,"KAPAA 2.7 SSW, HI US",22.059300_-159.365000
1065.0_R,22.036817,-159.3405379,WAILUA KAI 1065,22.036817_-159.340538
1065.1_R,22.0722,-159.3766,"KAPAA 2.3 SW, HI US",22.072200_-159.376600
1065.2_R,22.0721,-159.3767,"KAPAA 2.3 SW, HI US",22.072100_-159.376700
1068.0_R,22.07561111,-159.3958889,LBOpaekaaRainGagenrKapaa,22.075611_-159.395889
1069.0_R,22.08916667,-159.6791667,PUU LUA,22.089167_-159.679167
1074.0_R,22.13055556,-159.7152778,MAKAHA RIDGE,22.130556_-159.715278
1075.0_R,22.12972,-159.65861,KANALOHULUHULU 1075,22.129720_-159.658610
1076.0_R,22.1485996,-159.6448,Kokee,22.148600_-159.644800
1080.0_R,22.13492222,-159.6260833,PaukahanaRaingagenrWaimea,22.134922_-159.626083
1082.0_R,22.1245,-159.6220833,WaiakoaliRainGagenrWaimea,22.124500_-159.622083
1083.0_R,22.11708333,-159.6009722,MoCrsgRainGagenrWaimea,22.117083_-159.600972
1084.0_R,22.15408333,-159.5946111,KilohanaRainGafenrHanalei,22.154083_-159.594611
1085.0_R,22.11425,-159.5866667,Mo-KoaieDivideRainGage,22.114250_-159.586667
1094.2_R,22.1021004,-159.3856,Kapahi,22.102100_-159.385600
1094.3_R,22.0936,-159.3758,KAPAA 1.4 W,22.093600_-159.375800
1097.2_R,22.0803,-159.3659,KAPAA 1.4 SSW,22.080300_-159.365900
1097.3_R,22.0805,-159.3662,KAPAA 1.4 SW,22.080500_-159.366200
1097.4_R,22.0829,-159.3786,KAPAA 1.9 WSW,22.082900_-159.378600
1111.4_R,22.1373997,-159.312,Anahola,22.137400_-159.312000
1115.0_R,22.1959,-159.5564,PH WAINIHA 1115,22.195900_-159.556400
1116.1_R,22.2103,-159.5492,"HANALEI 3.0 W, HI US",22.210300_-159.549200
1117.0_R,22.213196,-159.4722008,PRINCEVILLE RANCH 1117,22.213196_-159.472201
1117.8_R,22.1982002,-159.4951,Hanalei,22.198200_-159.495100
1131.7_R,22.17958333,-159.4663889,HanaleiRainGageatHanalei,22.179583_-159.466389
1134.0_R,22.21194093,-159.4072015,KILAUEA 1134,22.211941_-159.407202
1134.1_R,22.208,-159.4062,KILAUEA 0.3 SE,22.208000_-159.406200
1134.2_R,22.2057,-159.4048,KILAUEA 0.5 SE,22.205700_-159.404800
1137.0_R,22.18140774,-159.3777576,KOLOKO RESERVOIR 113,22.181408_-159.377758
1144.1_R,22.1869,-159.3236,ANAHOLA 2.8 N,22.186900_-159.323600
1145.0_R,22.17972,-159.33194,MOLOAA 1145,22.179720_-159.331940
1146.0_R,22.18333333,-159.3375,Moloaa Dairy,22.183333_-159.337500
66.6_R,19.459069,-154.921985,PAHOA 3.3 SEE,19.459069_-154.921985
89.14_R,19.70799,-155.11258,HILO 1.8 WNW,19.707990_-155.112580
432.0_R,20.83346191,-156.3138527,HALEAKALA RANCH 432,20.833462_-156.313853
465.1_R,20.9552002,-156.6562,Mahinahina,20.955200_-156.656200
934.1_R,21.8989,-159.5026,LAWAI 1.8 S,21.898900_-159.502600
76.0_R,19.58363059,-155.4538895,KULANI MAUKA 76,19.583631_-155.453890
98.91_R,19.6225861,-155.927558,HOLUALOA 0.95,19.622586_-155.927558
400.0_R,20.897526,-156.41427,SPRECKELSVILLE 400,20.897526_-156.414270
410.0_R,20.85846016,-156.3805162,KEAHUA 410,20.858460_-156.380516
67.13_R,19.3918,-154.9313,PAHOA 7.5 S,19.391800_-154.931300
93.5_R,19.50364409,-154.8605597,KAPOHO LANDING 93.5,19.503644_-154.860560
542.11_R,21.052,-156.871,Kamalo,21.052000_-156.871000
267.2_R,20.67847493,-156.3288532,POLIPOLI SPRINGS 267.2,20.678475_-156.328853
93.64_R,19.613803,-154.955684,KEAAU 5.5,19.613803_-154.955684
192.9_R,20.0375,-155.6347,PUUKAPU HMSTD 192.9,20.037500_-155.634700
843.7_R,21.57194444,-158.1986111,DILLIINGHAM,21.571944_-158.198611
55.6_R,19.441359,-155.2487445,VOLCANO 4.0,19.441359_-155.248744
65.0_R,19.49197865,-154.9455586,PAHOA 65,19.491979_-154.945559
71.0_R,19.671,-155.8764,HONUAULA 71,19.671000_-155.876400
93.62_R,19.5565,-154.8865,PAHOA 5.7 NE,19.556500_-154.886500
93.63_R,19.594568,-154.936038,HAWAIIAN PARADISE PARK 2.4 E,19.594568_-154.936038
4.15_R,18.9928,-155.668,SOUTH POINT NEAR NAALEHU 12SSW,18.992800_-155.668000
47.0_R,19.47555556,-155.3627778,KEMOKU LAVA FLOW,19.475556_-155.362778
302.0_R,20.7903,-156.514,MAALAEA BAY,20.790300_-156.514000
734.5_R,21.4019,-158.067,HONOULIULI STREAM TRIBUTARY NEAR WAIPAHU 4WNW,21.401900_-158.067000
793.2_R,21.3667,-157.717,BELLOWS AFS AT WAIMANALO,21.366700_-157.717000
801.2_R,21.4503,-158.184,WAIANAE BOAT HARBOR,21.450300_-158.184000
837.12_R,21.48194,-157.8458,WAIAHOLE STREAM NEAR KAHALUU 2N,21.481940_-157.845800
912.0_R,21.695,-157.9811,KAUHUKU 912,21.695000_-157.981100
926.0_R,21.89381249,-159.6010997,PORT ALLEN CAA AIRPORT,21.893812_-159.601100
940.3_R,21.8828,-159.429,POIPU,21.882800_-159.429000
1117.9_R,22.2114,-159.443,PRINCEVILLE AIRPORT NEAR KILAUEA 4W,22.211400_-159.443000
93.8_R,19.8314012,-155.9858256,KONA VILLAGE 93.8,19.831401_-155.985826
785.11_R,21.3283,-157.801,WAIHI STREAM NEAR HONOLULU 3NE,21.328300_-157.801000
1118.8_R,22.217157,-159.474314,PRINCEVILLE 0.8 ESE,22.217157_-159.474314
27.4_R,19.4184,-155.9112,PUUHONUA O HONA 27.4,19.418400_-155.911200
67.9_R,19.4132,-154.9522,KEAUOHANA 67.9,19.413200_-154.952200
9.2_R,19.2564,-155.6144,Nene Cabin,19.256400_-155.614400
54.8_R,19.415215,-155.238394,Nahuku 0201,19.415215_-155.238394
93.13_R,19.80258,-155.850629,Mamalahoa,19.802580_-155.850629
279.0_R,20.730574,-156.141316,POHAKAU PALAHA HN-161,20.730574_-156.141316
946.1_R,21.964722,-159.666944,WAIMEA TANK AT WAIMEA,21.964722_-159.666944
89.15_R,19.7667,-155.1544,HONOLII STREAM NEAR PAPAIKOU NEAR HILO 3N ,19.766700_-155.154400
88.8_R,19.644743,-155.0805636,Waiakea Exp Farm,19.644743_-155.080564
100.3_R,19.8614006,-155.6506,Waikii,19.861401_-155.650600
140.6_R,19.7884998,-155.1313,Papaikou Well,19.788500_-155.131300
329.0_R,20.80179746,-156.2805211,LOWER KAHUKU CS,20.801797_-156.280521
398.0_R,20.8887,-156.436,KAHULUI AIRPORT,20.888700_-156.436000
724.22_R,21.2991009,-157.6644,Hawaii Kai Golf Course,21.299101_-157.664400
759.0_R,21.32183585,-157.9089224,HNL AIRPORT,21.321836_-157.908922
781.12_R,21.3875008,-157.8099,Luluku,21.387501_-157.809900
656.0_R,20.7882389,-156.946639,LANAI AIRPORT 656,20.788239_-156.946639
1052.3_R,22.0227,-159.4651,Waiahi Rain Gage,22.022700_-159.465100
1115.1_R,22.1959991,-159.5563,PH Wainiha,22.195999_-159.556300
837.8_R,21.43139,-157.81528,Heeia NERR,21.431390_-157.815280
499.6_R,20.55694,-156.575,KAHOOLAWE 499.6,20.556940_-156.575000
12.16_R,19.16877,-155.57035,Kaiholena 0231,19.168770_-155.570350
23.1_R,19.2068247,-155.8109802,Kona Hema 0243,19.206825_-155.810980
68.61_R,19.668669,-155.957474,Keahuolu 0241,19.668669_-155.957474
70.7_R,19.725393,-155.873917,Puuwaawaa,19.725393_-155.873917
92.11_R,19.6061748,-155.0515231,Keaau 0202,19.606175_-155.051523
94.6_R,19.77241,-155.83118,Kaiaulu Puu Waawaa 0242,19.772410_-155.831180
126.2_R,19.845036,-155.362586,Kanakaleonui 0211,19.845036_-155.362586
141.1_R,19.834341,-155.122435,Kulaimano 0212,19.834341_-155.122435
181.3_R,20.122834,-155.749329,Kehena 0251,20.122834_-155.749329
191.41_R,20.019528,-155.677085,Lalamilo 0252,20.019528_-155.677085
254.11_R,20.633945,-156.273889,Kahikinui 0144,20.633945_-156.273889
254.12_R,20.644215,-156.284703,Upper Kahikinui 0145,20.644215_-156.284703
267.11_R,20.7067,-156.3554,Keokea 0116,20.706700_-156.355400
283.0_R,20.719497,-156.002356,Hamoa 0165,20.719497_-156.002356
341.7_R,20.773636,-156.222311,WAIKAMOI HN-142,20.773636_-156.222311
361.3_R,20.89072,-156.65493,Lahaina WTP 0131,20.890720_-156.654930
434.11_R,20.8415,-156.2948,Piiholo 0115,20.841500_-156.294800
598.1_R,21.145283,-156.729459,Keopukaloa 0411,21.145283_-156.729459
598.2_R,21.131411,-156.758626,Honolimaloo 0412,21.131411_-156.758626
775.11_R,21.339124,-157.836859,Nuuanu Res1 0502,21.339124_-157.836859
785.12_R,21.333,-157.8025,Lyon 0501,21.333000_-157.802500
1116.2_R,22.219805,-159.575195,Lower Limahuli 0603,22.219805_-159.575195
1117.11_R,22.202647,-159.518833,Waipa 0601,22.202647_-159.518833
1132.11_R,22.197439,-159.42123,Common Ground 0602,22.197439_-159.421230
69.28_R,19.707,-155.978,Kailua-Kona HI US G0154-W6SPO-13 ,19.707000_-155.978000
69.51_R,19.61,-155.96,Kailua Kona HI US E6648-EW6648 ,19.610000_-155.960000
132.6_R,19.9672,-155.2367,"Laupahoehoe, HI US F9660-FW9660",19.967200_-155.236700
208.1_R,20.101,-155.531,Honokaa HI US E6549-AH6AE ,20.101000_-155.531000
387.6_R,20.875,-156.516,Maui HI US AR427-AH6GR ,20.875000_-156.516000
721.5_R,21.298,-157.792,Honolulu HI US AU956-KH6CTR ,21.298000_-157.792000
781.21_R,21.408,-157.794,Kaneohe HI US G0987-GW0987 ,21.408000_-157.794000
781.31_R,21.4,-157.806,Kaneohe HI US D9459-DW9459 ,21.400000_-157.806000
834.14_R,21.423,-157.952,Pearl City HI US F9678-FW9678 ,21.423000_-157.952000
903.4_R,21.65,-157.929,Laie HI US C5306-CW5306 ,21.650000_-157.929000
1065.3_R,22.072,-159.376,Kapaa HI US F9608-FW9608 ,22.072000_-159.376000
84.1_R,19.7064059,-155.1873737,Piihonua 0213,19.706406_-155.187374
260.3_R,20.7458333,-156.4305556,Lipoa 0121,20.745833_-156.430556
775.12_R,21.34666,-157.83641,Upper Waolani 0503,21.346660_-157.836410
775.13_R,21.33756,-157.84092,Waolani 0504,21.337560_-157.840920
322.2_R,20.79532,-156.35991,Pulehu 0118,20.795320_-156.359910
934.2_R,21.905295,-159.510395,Lawai NTBG 0621,21.905295_-159.510395
550.4_R,21.215984,-157.241786,Anapuka 0431,21.215984_-157.241786
784.11_R,21.34522,-157.80556,Kalawahine 0506,21.345220_-157.805560
64.1_R,19.501169,-154.943731,Pahoa 0204,19.501169_-154.943731
77.11_R,19.505859,-155.762429,Kealakekua 0244,19.505859_-155.762429
446.2_R,20.890997,-156.212316,EMI Base Yard 0155,20.890997_-156.212316
480.1_R,20.959694,156.587056,Honokohau Stream near Honokohau,20.959694_156.587056
886.12_R,21.540352,-157.845041,Kaaawa Makai 0541,21.540352_-157.845041
2.19_R,,,,nan_nan
77.12_R,19.5087559,-155.8445347,Kipuka Nui 0245,19.508756_-155.844535
258.7_R,20.661092,-156.044767,Kipahulu VC 0166,20.661092_-156.044767
102.9_R,19.8541197,-155.5915919,Aipalaoa 0222,19.854120_-155.591592
105.1_R,19.9153271,-155.5002897,Kaluamakani 0221,19.915327_-155.500290
892.3_R,21.63252,-158.04065,Kalahee Ridge 0551,21.632520_-158.040650
297.1_R,20.82078,-156.6152,Olowalu 0132,20.820780_-156.615200
480.1_R,20.959694,-156.587056,Honokohau Stream near Honokohau,20.959694_-156.587056
775.14_R,21.35489,-157.83063,Napuumaia 0505,21.354890_-157.830630
