OBJECTID *,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y,FID,Name,lat,lon,Res_ID,ID,FID,SKN,LAT,LON,Station_Na,UID,UID_X,UID_Y
202,-1,20,402,0.031731,2,-159.4613,21.9727,-159.430537,21.964919,20,Papuaa,21.9727,-159.4613,KA-0120,EDD07484,402,1006.0_R,21.964919,-159.430537,HALENANAHO 1006,21.964919_-159.430537,-159.430537,21.964919
203,-1,20,503,0.050144,3,-159.4613,21.9727,-159.4651,22.0227,20,Papuaa,21.9727,-159.4613,KA-0120,EDD07484,503,1052.3_R,22.0227,-159.4651,Waiahi Rain Gage,22.022700_-159.465100,-159.4651,22.0227
204,-1,20,403,0.064565,4,-159.4613,21.9727,-159.397205,21.96492,20,Papuaa,21.9727,-159.4613,KA-0120,EDD07484,403,1013.0_R,21.96492,-159.397205,PUHI 1013,21.964920_-159.397205,-159.397205,21.96492
205,-1,20,391,0.065842,5,-159.4613,21.9727,-159.462206,21.906865,20,Papuaa,21.9727,-159.4613,KA-0120,EDD07484,391,936.0_R,21.906865,-159.462206,KOLOA 936,21.906865_-159.462206,-159.462206,21.906865
206,-1,20,400,0.067406,6,-159.4613,21.9727,-159.4768,21.907101,20,Papuaa,21.9727,-159.4613,KA-0120,EDD07484,400,992.1_R,21.907101,-159.4768,Omao,21.907101_-159.476800,-159.4768,21.907101
207,-1,20,389,0.07495,7,-159.4613,21.9727,-159.493872,21.905198,20,Papuaa,21.9727,-159.4613,KA-0120,EDD07484,389,934.0_R,21.905198,-159.493872,EAST LAWAI 934,21.905198_-159.493872,-159.493872,21.905198
208,-1,20,393,0.081639,8,-159.4613,21.9727,-159.422207,21.90103,20,Papuaa,21.9727,-159.4613,KA-0120,EDD07484,393,941.1_R,21.90103,-159.422207,MAHAULEPU 941.1,21.901030_-159.422207,-159.422207,21.90103
209,-1,20,547,0.083389,9,-159.4613,21.9727,-159.510395,21.905295,20,Papuaa,21.9727,-159.4613,KA-0120,EDD07484,547,934.2_R,21.905295,-159.510395,Lawai NTBG 0621,21.905295_-159.510395,-159.510395,21.905295
210,-1,20,455,0.08457,10,-159.4613,21.9727,-159.5026,21.8989,20,Papuaa,21.9727,-159.4613,KA-0120,EDD07484,455,934.1_R,21.8989,-159.5026,LAWAI 1.8 S,21.898900_-159.502600,-159.5026,21.8989
211,-1,21,299,0.004768,1,-157.8049,21.3905,-157.809475,21.391844,21,Kaneohe,21.3905,-157.8049,OA-0124,EDD07A56,299,781.11_R,21.391844,-157.809475,LulukuRaingageatalt,21.391844_-157.809475,-157.809475,21.391844
212,-1,21,501,0.005831,2,-157.8049,21.3905,-157.8099,21.387501,21,Kaneohe,21.3905,-157.8049,OA-0124,EDD07A56,501,781.12_R,21.387501,-157.8099,Luluku,21.387501_-157.809900,-157.8099,21.387501
213,-1,21,301,0.005852,3,-157.8049,21.3905,-157.8098,21.3873,21,Kaneohe,21.3905,-157.8049,OA-0124,EDD07A56,301,781.7_R,21.3873,-157.8098,LULUKU 781.7,21.387300_-157.809800,-157.8098,21.3873
214,-1,21,538,0.009563,4,-157.8049,21.3905,-157.806,21.4,21,Kaneohe,21.3905,-157.8049,OA-0124,EDD07A56,538,781.31_R,21.4,-157.806,Kaneohe HI US D9459-DW9459,21.400000_-157.806000,-157.806,21.4
215,-1,21,302,0.012804,5,-157.8049,21.3905,-157.792808,21.386289,21,Kaneohe,21.3905,-157.8049,OA-0124,EDD07A56,302,781.9_R,21.386289,-157.792808,RBKamooaliiRaingagenrKaneohe,21.386289_-157.792808,-157.792808,21.386289
216,-1,21,300,0.013777,6,-157.8049,21.3905,-157.8017,21.4039,21,Kaneohe,21.3905,-157.8049,OA-0124,EDD07A56,300,781.13_R,21.4039,-157.8017,"KANEOHE 0.8 SW, HI US",21.403900_-157.801700,-157.8017,21.4039
217,-1,21,296,0.017789,7,-157.8049,21.3905,-157.8166,21.3771,21,Kaneohe,21.3905,-157.8049,OA-0124,EDD07A56,296,777.3_R,21.3771,-157.8166,Wilson Tunnel,21.377100_-157.816600,-157.8166,21.3771
218,-1,21,298,0.018873,8,-157.8049,21.3905,-157.810588,21.408496,21,Kaneohe,21.3905,-157.8049,OA-0124,EDD07A56,298,781.0_R,21.408496,-157.810588,KANEOHE MAUKA 781,21.408496_-157.810588,-157.810588,21.408496
219,-1,21,537,0.020617,9,-157.8049,21.3905,-157.794,21.408,21,Kaneohe,21.3905,-157.8049,OA-0124,EDD07A56,537,781.21_R,21.408,-157.794,Kaneohe HI US G0987-GW0987,21.408000_-157.794000,-157.794,21.408
220,-1,21,295,0.02316,10,-157.8049,21.3905,-157.822256,21.375164,21,Kaneohe,21.3905,-157.8049,OA-0124,EDD07A56,295,777.0_R,21.375164,-157.822256,KALIHI RES SITE 777,21.375164_-157.822256,-157.822256,21.375164
221,-1,22,304,0.001077,1,-157.807,21.3536,-157.807534,21.352665,22,Nuuanu No 4,21.3536,-157.807,OA-0001,EDD08400,304,783.0_R,21.352665,-157.807534,NUUANU RES 4 783,21.352665_-157.807534,-157.807534,21.352665
222,-1,22,549,0.008503,2,-157.807,21.3536,-157.80556,21.34522,22,Nuuanu No 4,21.3536,-157.807,OA-0001,EDD08400,549,784.11_R,21.34522,-157.80556,Kalawahine 0506,21.345220_-157.805560,-157.80556,21.34522
223,-1,22,303,0.011896,3,-157.807,21.3536,-157.8184,21.350201,22,Nuuanu No 4,21.3536,-157.807,OA-0001,EDD08400,303,782.3_R,21.350201,-157.8184,Nuuanu Upper,21.350201_-157.818400,-157.8184,21.350201
224,-1,22,305,0.01878,4,-157.807,21.3536,-157.81059,21.335166,22,Nuuanu No 4,21.3536,-157.807,OA-0001,EDD08400,305,784.0_R,21.335166,-157.81059,PAUOA FLATS 784,21.335166_-157.810590,-157.81059,21.335166
225,-1,22,527,0.021086,5,-157.807,21.3536,-157.8025,21.333,22,Nuuanu No 4,21.3536,-157.807,OA-0001,EDD08400,527,785.12_R,21.333,-157.8025,Lyon 0501,21.333000_-157.802500,-157.8025,21.333
226,-1,22,306,0.021107,6,-157.807,21.3536,-157.8024,21.333,22,Nuuanu No 4,21.3536,-157.807,OA-0001,EDD08400,306,785.4_R,21.333,-157.8024,Manoa Lyon Arbo,21.333000_-157.802400,-157.8024,21.333
227,-1,22,563,0.023665,7,-157.807,21.3536,-157.83063,21.35489,22,Nuuanu No 4,21.3536,-157.807,OA-0001,EDD08400,563,775.14_R,21.35489,-157.83063,Napuumaia 0505,21.354890_-157.830630,-157.83063,21.35489
228,-1,22,296,0.025385,8,-157.807,21.3536,-157.8166,21.3771,22,Nuuanu No 4,21.3536,-157.807,OA-0001,EDD08400,296,777.3_R,21.3771,-157.8166,Wilson Tunnel,21.377100_-157.816600,-157.8166,21.3771
229,-1,22,484,0.026002,9,-157.807,21.3536,-157.801,21.3283,22,Nuuanu No 4,21.3536,-157.807,OA-0001,EDD08400,484,785.11_R,21.3283,-157.801,WAIHI STREAM NEAR HONOLULU 3NE,21.328300_-157.801000,-157.801,21.3283
230,-1,22,295,0.026415,10,-157.807,21.3536,-157.822256,21.375164,22,Nuuanu No 4,21.3536,-157.807,OA-0001,EDD08400,295,777.0_R,21.375164,-157.822256,KALIHI RES SITE 777,21.375164_-157.822256,-157.822256,21.375164
231,-1,23,433,0.032783,1,-159.3713,22.1316,-159.3856,22.1021,23,Kaneha,22.1316,-159.3713,KA-0015,EDD08AD2,433,1094.2_R,22.1021,-159.3856,Kapahi,22.102100_-159.385600,-159.3856,22.1021
232,-1,23,434,0.038266,2,-159.3713,22.1316,-159.3758,22.0936,23,Kaneha,22.1316,-159.3713,KA-0015,EDD08AD2,434,1094.3_R,22.0936,-159.3758,KAPAA 1.4 W,22.093600_-159.375800,-159.3758,22.0936
233,-1,23,437,0.049244,3,-159.3713,22.1316,-159.3786,22.0829,23,Kaneha,22.1316,-159.3713,KA-0015,EDD08AD2,437,1097.4_R,22.0829,-159.3786,KAPAA 1.9 WSW,22.082900_-159.378600,-159.3786,22.0829
234,-1,23,447,0.050225,4,-159.3713,22.1316,-159.377758,22.181408,23,Kaneha,22.1316,-159.3713,KA-0015,EDD08AD2,447,1137.0_R,22.181408,-159.377758,KOLOKO RESERVOIR 113,22.181408_-159.377758,-159.377758,22.181408
235,-1,23,436,0.051354,5,-159.3713,22.1316,-159.3662,22.0805,23,Kaneha,22.1316,-159.3713,KA-0015,EDD08AD2,436,1097.3_R,22.0805,-159.3662,KAPAA 1.4 SW,22.080500_-159.366200,-159.3662,22.0805
236,-1,23,435,0.051583,6,-159.3713,22.1316,-159.3659,22.0803,23,Kaneha,22.1316,-159.3713,KA-0015,EDD08AD2,435,1097.2_R,22.0803,-159.3659,KAPAA 1.4 SSW,22.080300_-159.365900,-159.3659,22.0803
237,-1,23,438,0.059583,7,-159.3713,22.1316,-159.312,22.1374,23,Kaneha,22.1316,-159.3713,KA-0015,EDD08AD2,438,1111.4_R,22.1374,-159.312,Anahola,22.137400_-159.312000,-159.312,22.1374
238,-1,23,421,0.059636,8,-159.3713,22.1316,-159.3766,22.0722,23,Kaneha,22.1316,-159.3713,KA-0015,EDD08AD2,421,1065.1_R,22.0722,-159.3766,"KAPAA 2.3 SW, HI US",22.072200_-159.376600,-159.3766,22.0722
239,-1,23,422,0.059745,9,-159.3713,22.1316,-159.3767,22.0721,23,Kaneha,22.1316,-159.3713,KA-0015,EDD08AD2,422,1065.2_R,22.0721,-159.3767,"KAPAA 2.3 SW, HI US",22.072100_-159.376700,-159.3767,22.0721
240,-1,23,541,0.059785,10,-159.3713,22.1316,-159.376,22.072,23,Kaneha,22.1316,-159.3713,KA-0015,EDD08AD2,541,1065.3_R,22.072,-159.376,Kapaa HI US F9608-FW9608,22.072000_-159.376000,-159.376,22.072
241,-1,24,434,0.025642,1,-159.3623,22.1154,-159.3758,22.0936,24,Mimino,22.1154,-159.3623,KA-0016,EDD099A4,434,1094.3_R,22.0936,-159.3758,KAPAA 1.4 W,22.093600_-159.375800,-159.3758,22.0936
242,-1,24,433,0.026829,2,-159.3623,22.1154,-159.3856,22.1021,24,Mimino,22.1154,-159.3623,KA-0016,EDD099A4,433,1094.2_R,22.1021,-159.3856,Kapahi,22.102100_-159.385600,-159.3856,22.1021
243,-1,24,436,0.035117,3,-159.3623,22.1154,-159.3662,22.0805,24,Mimino,22.1154,-159.3623,KA-0016,EDD099A4,436,1097.3_R,22.0805,-159.3662,KAPAA 1.4 SW,22.080500_-159.366200,-159.3662,22.0805
244,-1,24,435,0.035284,4,-159.3623,22.1154,-159.3659,22.0803,24,Mimino,22.1154,-159.3623,KA-0016,EDD099A4,435,1097.2_R,22.0803,-159.3659,KAPAA 1.4 SSW,22.080300_-159.365900,-159.3659,22.0803
245,-1,24,437,0.036358,5,-159.3623,22.1154,-159.3786,22.0829,24,Mimino,22.1154,-159.3623,KA-0016,EDD099A4,437,1097.4_R,22.0829,-159.3786,KAPAA 1.9 WSW,22.082900_-159.378600,-159.3786,22.0829
246,-1,24,421,0.045505,6,-159.3623,22.1154,-159.3766,22.0722,24,Mimino,22.1154,-159.3623,KA-0016,EDD099A4,421,1065.1_R,22.0722,-159.3766,"KAPAA 2.3 SW, HI US",22.072200_-159.376600,-159.3766,22.0722
247,-1,24,541,0.045511,7,-159.3623,22.1154,-159.376,22.072,24,Mimino,22.1154,-159.3623,KA-0016,EDD099A4,541,1065.3_R,22.072,-159.376,Kapaa HI US F9608-FW9608,22.072000_-159.376000,-159.376,22.072
248,-1,24,422,0.045632,8,-159.3623,22.1154,-159.3767,22.0721,24,Mimino,22.1154,-159.3623,KA-0016,EDD099A4,422,1065.2_R,22.0721,-159.3767,"KAPAA 2.3 SW, HI US",22.072100_-159.376700,-159.3767,22.0721
249,-1,24,423,0.052071,9,-159.3623,22.1154,-159.395889,22.075611,24,Mimino,22.1154,-159.3623,KA-0016,EDD099A4,423,1068.0_R,22.075611,-159.395889,LBOpaekaaRainGagenrKapaa,22.075611_-159.395889,-159.395889,22.075611
250,-1,24,438,0.054901,10,-159.3623,22.1154,-159.312,22.1374,24,Mimino,22.1154,-159.3623,KA-0016,EDD099A4,438,1111.4_R,22.1374,-159.312,Anahola,22.137400_-159.312000,-159.312,22.1374
251,-1,25,231,0.024424,1,-156.2578,20.9133,-156.282,20.91,25,Kapalaalea,20.9133,-156.2578,MA-0094,EDD0A2EC,231,492.2_R,20.91,-156.282,HALEHAKU 492.2,20.910000_-156.282000,-156.282,20.91
252,-1,25,230,0.049579,2,-156.2578,20.9133,-156.30306,20.89306,25,Kapalaalea,20.9133,-156.2578,MA-0094,EDD0A2EC,230,490.7_R,20.89306,-156.30306,KUIAHA 490.7,20.893060_-156.303060,-156.30306,20.89306
253,-1,25,228,0.049854,3,-156.2578,20.9133,-156.307185,20.92012,25,Kapalaalea,20.9133,-156.2578,MA-0094,EDD0A2EC,228,486.7_R,20.92012,-156.307185,HAIKU 3.2 SE,20.920120_-156.307185,-156.307185,20.92012
254,-1,25,552,0.050658,4,-156.2578,20.9133,-156.212316,20.890997,25,Kapalaalea,20.9133,-156.2578,MA-0094,EDD0A2EC,552,446.2_R,20.890997,-156.212316,EMI Base Yard 0155,20.890997_-156.212316,-156.212316,20.890997
255,-1,25,218,0.051162,5,-156.2578,20.9133,-156.212189,20.890122,25,Kapalaalea,20.9133,-156.2578,MA-0094,EDD0A2EC,218,446.0_R,20.890122,-156.212189,KAILUA 446,20.890122_-156.212189,-156.212189,20.890122
256,-1,25,229,0.066554,6,-156.2578,20.9133,-156.3225,20.9289,25,Kapalaalea,20.9133,-156.2578,MA-0094,EDD0A2EC,229,489.0_R,20.9289,-156.3225,Haiku,20.928900_-156.322500,-156.3225,20.9289
257,-1,25,523,0.080773,7,-156.2578,20.9133,-156.2948,20.8415,25,Kapalaalea,20.9133,-156.2578,MA-0094,EDD0A2EC,523,434.11_R,20.8415,-156.2948,Piiholo 0115,20.841500_-156.294800,-156.2948,20.8415
258,-1,25,227,0.087717,8,-156.2578,20.9133,-156.345517,20.913454,25,Kapalaalea,20.9133,-156.2578,MA-0094,EDD0A2EC,227,485.0_R,20.913454,-156.345517,HAMAKUAPOKO 485,20.913454_-156.345517,-156.345517,20.913454
259,-1,25,216,0.094895,9,-156.2578,20.9133,-156.340518,20.866793,25,Kapalaalea,20.9133,-156.2578,MA-0094,EDD0A2EC,216,423.0_R,20.866793,-156.340518,HALIIMAILE 423,20.866793_-156.340518,-156.340518,20.866793
260,-1,25,453,0.09755,10,-156.2578,20.9133,-156.313853,20.833462,25,Kapalaalea,20.9133,-156.2578,MA-0094,EDD0A2EC,453,432.0_R,20.833462,-156.313853,HALEAKALA RANCH 432,20.833462_-156.313853,-156.313853,20.833462
261,-1,26,229,0.010155,1,-156.3268,20.9197,-156.3225,20.9289,26,Haiku,20.9197,-156.3268,MA-0095,EDD0AC3E,229,489.0_R,20.9289,-156.3225,Haiku,20.928900_-156.322500,-156.3225,20.9289
262,-1,26,228,0.01962,2,-156.3268,20.9197,-156.307185,20.92012,26,Haiku,20.9197,-156.3268,MA-0095,EDD0AC3E,228,486.7_R,20.92012,-156.307185,HAIKU 3.2 SE,20.920120_-156.307185,-156.307185,20.92012
263,-1,26,227,0.019732,3,-156.3268,20.9197,-156.345517,20.913454,26,Haiku,20.9197,-156.3268,MA-0095,EDD0AC3E,227,485.0_R,20.913454,-156.345517,HAMAKUAPOKO 485,20.913454_-156.345517,-156.345517,20.913454
264,-1,26,230,0.035683,4,-156.3268,20.9197,-156.30306,20.89306,26,Haiku,20.9197,-156.3268,MA-0095,EDD0AC3E,230,490.7_R,20.89306,-156.30306,KUIAHA 490.7,20.893060_-156.303060,-156.30306,20.89306
265,-1,26,231,0.045838,5,-156.3268,20.9197,-156.282,20.91,26,Haiku,20.9197,-156.3268,MA-0095,EDD0AC3E,231,492.2_R,20.91,-156.282,HALEHAKU 492.2,20.910000_-156.282000,-156.282,20.91
266,-1,26,215,0.049256,6,-156.3268,20.9197,-156.373849,20.905122,26,Haiku,20.9197,-156.3268,MA-0095,EDD0AC3E,215,406.0_R,20.905122,-156.373849,PAIA 406,20.905122_-156.373849,-156.373849,20.905122
267,-1,26,216,0.054657,7,-156.3268,20.9197,-156.340518,20.866793,26,Haiku,20.9197,-156.3268,MA-0095,EDD0AC3E,216,423.0_R,20.866793,-156.340518,HALIIMAILE 423,20.866793_-156.340518,-156.340518,20.866793
268,-1,26,459,0.08146,8,-156.3268,20.9197,-156.380516,20.85846,26,Haiku,20.9197,-156.3268,MA-0095,EDD0AC3E,459,410.0_R,20.85846,-156.380516,KEAHUA 410,20.858460_-156.380516,-156.380516,20.85846
269,-1,26,217,0.08429,9,-156.3268,20.9197,-156.3307,20.835501,26,Haiku,20.9197,-156.3268,MA-0095,EDD0AC3E,217,426.6_R,20.835501,-156.3307,Pukalani,20.835501_-156.330700,-156.3307,20.835501
270,-1,26,523,0.084494,10,-156.3268,20.9197,-156.2948,20.8415,26,Haiku,20.9197,-156.3268,MA-0095,EDD0AC3E,523,434.11_R,20.8415,-156.2948,Piiholo 0115,20.841500_-156.294800,-156.2948,20.8415
271,-1,27,229,0.009613,1,-156.323,20.9193,-156.3225,20.9289,27,Pauwela,20.9193,-156.323,MA-0096,EDD0B19A,229,489.0_R,20.9289,-156.3225,Haiku,20.928900_-156.322500,-156.3225,20.9289
272,-1,27,228,0.015836,2,-156.323,20.9193,-156.307185,20.92012,27,Pauwela,20.9193,-156.323,MA-0096,EDD0B19A,228,486.7_R,20.92012,-156.307185,HAIKU 3.2 SE,20.920120_-156.307185,-156.307185,20.92012
273,-1,27,227,0.023263,3,-156.323,20.9193,-156.345517,20.913454,27,Pauwela,20.9193,-156.323,MA-0096,EDD0B19A,227,485.0_R,20.913454,-156.345517,HAMAKUAPOKO 485,20.913454_-156.345517,-156.345517,20.913454
274,-1,27,230,0.032957,4,-156.323,20.9193,-156.30306,20.89306,27,Pauwela,20.9193,-156.323,MA-0096,EDD0B19A,230,490.7_R,20.89306,-156.30306,KUIAHA 490.7,20.893060_-156.303060,-156.30306,20.89306
275,-1,27,231,0.042042,5,-156.323,20.9193,-156.282,20.91,27,Pauwela,20.9193,-156.323,MA-0096,EDD0B19A,231,492.2_R,20.91,-156.282,HALEHAKU 492.2,20.910000_-156.282000,-156.282,20.91
276,-1,27,215,0.052789,6,-156.323,20.9193,-156.373849,20.905122,27,Pauwela,20.9193,-156.323,MA-0096,EDD0B19A,215,406.0_R,20.905122,-156.373849,PAIA 406,20.905122_-156.373849,-156.373849,20.905122
277,-1,27,216,0.055352,7,-156.323,20.9193,-156.340518,20.866793,27,Pauwela,20.9193,-156.323,MA-0096,EDD0B19A,216,423.0_R,20.866793,-156.340518,HALIIMAILE 423,20.866793_-156.340518,-156.340518,20.866793
278,-1,27,523,0.082753,8,-156.323,20.9193,-156.2948,20.8415,27,Pauwela,20.9193,-156.323,MA-0096,EDD0B19A,523,434.11_R,20.8415,-156.2948,Piiholo 0115,20.841500_-156.294800,-156.2948,20.8415
279,-1,27,459,0.083723,9,-156.323,20.9193,-156.380516,20.85846,27,Pauwela,20.9193,-156.323,MA-0096,EDD0B19A,459,410.0_R,20.85846,-156.380516,KEAHUA 410,20.858460_-156.380516,-156.380516,20.85846
280,-1,27,217,0.084152,10,-156.323,20.9193,-156.3307,20.835501,27,Pauwela,20.9193,-156.323,MA-0096,EDD0B19A,217,426.6_R,20.835501,-156.3307,Pukalani,20.835501_-156.330700,-156.3307,20.835501
281,-1,28,227,0.008781,1,-156.3475,20.9049,-156.345517,20.913454,28,#15,20.9049,-156.3475,MA-0069,EDD0BF48,227,485.0_R,20.913454,-156.345517,HAMAKUAPOKO 485,20.913454_-156.345517,-156.345517,20.913454
282,-1,28,215,0.02635,2,-156.3475,20.9049,-156.373849,20.905122,28,#15,20.9049,-156.3475,MA-0069,EDD0BF48,215,406.0_R,20.905122,-156.373849,PAIA 406,20.905122_-156.373849,-156.373849,20.905122
283,-1,28,229,0.034655,3,-156.3475,20.9049,-156.3225,20.9289,28,#15,20.9049,-156.3475,MA-0069,EDD0BF48,229,489.0_R,20.9289,-156.3225,Haiku,20.928900_-156.322500,-156.3225,20.9289
284,-1,28,216,0.038742,4,-156.3475,20.9049,-156.340518,20.866793,28,#15,20.9049,-156.3475,MA-0069,EDD0BF48,216,423.0_R,20.866793,-156.340518,HALIIMAILE 423,20.866793_-156.340518,-156.340518,20.866793
285,-1,28,228,0.043092,5,-156.3475,20.9049,-156.307185,20.92012,28,#15,20.9049,-156.3475,MA-0069,EDD0BF48,228,486.7_R,20.92012,-156.307185,HAIKU 3.2 SE,20.920120_-156.307185,-156.307185,20.92012
286,-1,28,230,0.04599,6,-156.3475,20.9049,-156.30306,20.89306,28,#15,20.9049,-156.3475,MA-0069,EDD0BF48,230,490.7_R,20.89306,-156.30306,KUIAHA 490.7,20.893060_-156.303060,-156.30306,20.89306
287,-1,28,459,0.05698,7,-156.3475,20.9049,-156.380516,20.85846,28,#15,20.9049,-156.3475,MA-0069,EDD0BF48,459,410.0_R,20.85846,-156.380516,KEAHUA 410,20.858460_-156.380516,-156.380516,20.85846
288,-1,28,214,0.064565,8,-156.3475,20.9049,-156.41,20.8887,28,#15,20.9049,-156.3475,MA-0069,EDD0BF48,214,398.0_R,20.8887,-156.41,KAHULUI AIRPORT,20.888700_-156.410000,-156.41,20.8887
289,-1,28,231,0.065698,9,-156.3475,20.9049,-156.282,20.91,28,#15,20.9049,-156.3475,MA-0069,EDD0BF48,231,492.2_R,20.91,-156.282,HALEHAKU 492.2,20.910000_-156.282000,-156.282,20.91
290,-1,28,458,0.067176,10,-156.3475,20.9049,-156.41427,20.897526,28,#15,20.9049,-156.3475,MA-0069,EDD0BF48,458,400.0_R,20.897526,-156.41427,SPRECKELSVILLE 400,20.897526_-156.414270,-156.41427,20.897526
291,-1,29,227,0.004209,1,-156.3487,20.9107,-156.345517,20.913454,29,#14,20.9107,-156.3487,MA-0068,EDD0C70A,227,485.0_R,20.913454,-156.345517,HAMAKUAPOKO 485,20.913454_-156.345517,-156.345517,20.913454
292,-1,29,215,0.025761,2,-156.3487,20.9107,-156.373849,20.905122,29,#14,20.9107,-156.3487,MA-0068,EDD0C70A,215,406.0_R,20.905122,-156.373849,PAIA 406,20.905122_-156.373849,-156.373849,20.905122
293,-1,29,229,0.031901,3,-156.3487,20.9107,-156.3225,20.9289,29,#14,20.9107,-156.3487,MA-0068,EDD0C70A,229,489.0_R,20.9289,-156.3225,Haiku,20.928900_-156.322500,-156.3225,20.9289
294,-1,29,228,0.04257,4,-156.3487,20.9107,-156.307185,20.92012,29,#14,20.9107,-156.3487,MA-0068,EDD0C70A,228,486.7_R,20.92012,-156.307185,HAIKU 3.2 SE,20.920120_-156.307185,-156.307185,20.92012
295,-1,29,216,0.044663,5,-156.3487,20.9107,-156.340518,20.866793,29,#14,20.9107,-156.3487,MA-0068,EDD0C70A,216,423.0_R,20.866793,-156.340518,HALIIMAILE 423,20.866793_-156.340518,-156.340518,20.866793
296,-1,29,230,0.04893,6,-156.3487,20.9107,-156.30306,20.89306,29,#14,20.9107,-156.3487,MA-0068,EDD0C70A,230,490.7_R,20.89306,-156.30306,KUIAHA 490.7,20.893060_-156.303060,-156.30306,20.89306
297,-1,29,459,0.061166,7,-156.3487,20.9107,-156.380516,20.85846,29,#14,20.9107,-156.3487,MA-0068,EDD0C70A,459,410.0_R,20.85846,-156.380516,KEAHUA 410,20.858460_-156.380516,-156.380516,20.85846
298,-1,29,214,0.065128,8,-156.3487,20.9107,-156.41,20.8887,29,#14,20.9107,-156.3487,MA-0068,EDD0C70A,214,398.0_R,20.8887,-156.41,KAHULUI AIRPORT,20.888700_-156.410000,-156.41,20.8887
299,-1,29,231,0.066704,9,-156.3487,20.9107,-156.282,20.91,29,#14,20.9107,-156.3487,MA-0068,EDD0C70A,231,492.2_R,20.91,-156.282,HALEHAKU 492.2,20.910000_-156.282000,-156.282,20.91
300,-1,29,458,0.06688,10,-156.3487,20.9107,-156.41427,20.897526,29,#14,20.9107,-156.3487,MA-0068,EDD0C70A,458,400.0_R,20.897526,-156.41427,SPRECKELSVILLE 400,20.897526_-156.414270,-156.41427,20.897526
301,-1,30,265,0.002111,1,-157.8155,21.2976,-157.816702,21.299335,30,Test,21.2976,-157.8155,OA-0000,EDD0C9D8,265,713.0_R,21.299335,-157.816702,UNIV OF HAWAII 713,21.299335_-157.816702,-157.816702,21.299335
302,-1,30,262,0.005185,2,-157.8155,21.2976,-157.812722,21.293222,30,Test,21.2976,-157.8155,OA-0000,EDD0C9D8,262,711.6_R,21.293222,-157.812722,"ManoaRGatKanewaiFld,Honolulu",21.293222_-157.812722,-157.812722,21.293222
303,-1,30,263,0.008156,3,-157.8155,21.2976,-157.815556,21.289444,30,Test,21.2976,-157.8155,OA-0000,EDD0C9D8,263,711.7_R,21.289444,-157.815556,H-1RainGageatKapiolaniAve,21.289444_-157.815556,-157.815556,21.289444
304,-1,30,264,0.012867,4,-157.8155,21.2976,-157.814757,21.310446,30,Test,21.2976,-157.8155,OA-0000,EDD0C9D8,264,712.1_R,21.310446,-157.814757,MANOA 712.1,21.310446_-157.814757,-157.814757,21.310446
305,-1,30,260,0.014081,5,-157.8155,21.2976,-157.8293,21.3004,30,Test,21.2976,-157.8155,OA-0000,EDD0C9D8,260,707.5_R,21.3004,-157.8293,HONOLULU 2.0 SW,21.300400_-157.829300,-157.8293,21.3004
306,-1,30,259,0.016759,6,-157.8155,21.2976,-157.83059,21.304891,30,Test,21.2976,-157.8155,OA-0000,EDD0C9D8,259,707.2_R,21.304891,-157.83059,EWA KALAELOA AIRPORT,21.304891_-157.830590,-157.83059,21.304891
307,-1,30,272,0.021195,7,-157.8155,21.2976,-157.7944,21.299601,30,Test,21.2976,-157.8155,OA-0000,EDD0C9D8,272,721.4_R,21.299601,-157.7944,Palolo Fire Stn,21.299601_-157.794400,-157.7944,21.299601
308,-1,30,536,0.023503,8,-157.8155,21.2976,-157.792,21.298,30,Test,21.2976,-157.8155,OA-0000,EDD0C9D8,536,721.5_R,21.298,-157.792,Honolulu HI US AU956-KH6CTR,21.298000_-157.792000,-157.792,21.298
309,-1,30,268,0.025893,9,-157.8155,21.2976,-157.818092,21.271837,30,Test,21.2976,-157.8155,OA-0000,EDD0C9D8,268,717.2_R,21.271837,-157.818092,WAIKIKI 717.2,21.271837_-157.818092,-157.818092,21.271837
310,-1,30,271,0.030187,10,-157.8155,21.2976,-157.785313,21.297668,30,Test,21.2976,-157.8155,OA-0000,EDD0C9D8,271,721.0_R,21.297668,-157.785313,WILHELMINA RISE 721,21.297668_-157.785313,-157.785313,21.297668
