,ELEV.m.,Island,LAT,LON,NCEI.id,NESDIS.id,NWS.id,Network,Observer,SCAN.id,SKN,SMART_NODE_RF.id,Station.Name,UID
172,2087.0,MA,20.73622225,-156.13414719999997,,,,Little HaleNet,Frisbee - Cloud forest,,278.71_R,,Frisbee - Cloud forest,20.736222_-156.134147
173,2320.0,MA,20.74402239,-156.1421477,,,,Little HaleNet,Puu Alaea - Alpine,,278.8_R,,Puu Alaea - Alpine,20.744022_-156.142148
174,2075.0,MA,20.74489428,-156.14212890000002,,,,Little HaleNet,Puu Alaea - Subalpine,,278.9_R,,Puu Alaea - Subalpine,20.744894_-156.142129
175,2460.0,MA,20.73061111,-156.14130559999998,,,,HaleNet,HaleNet,,279.0_R,,POHAKAU PALAHA HN-161,20.730611_-156.141306
176,128.016,MA,20.66836111,-156.0522222,,,,USGS,OheoGulchRGatdamnearKipahulu,,280.1_R,,OheoGulchRGatdamnearKipahulu,20.668361_-156.052222
177,50.0,MA,20.81346495,-156.50717869999997,USC00518060,,,COOP,WAILUKU SUGAR,,307.2_R,,POHAKEA BRIDGE 307.2,20.813465_-156.507179
178,3.6576,MA,20.7975,-156.47722219999997,,32B2C438,KPDH1,RAWS,Kealia Pond NWR,,311.2_R,,Kealia Pond NWR,20.797500_-156.477222
179,54.5592,MA,20.7061005,-156.437,,93202508,KHIH1,HydroNet-UaNet,NWS,,311.5_R,,Kihei 2,20.706101_-156.437000
180,965.0,MA,20.75788889,-156.32002780000002,,,,HaleNet,HaleNet,,324.6_R,,KULA AG HN-119,20.757889_-156.320028
181,944.88,MA,20.7577991,-156.3217,USC00515000,93220610,KBSH1,HydroNet-UaNet,NWS,,324.7_R,,Kula Branch Stn,20.757799_-156.321700
182,960.0,MA,20.75763889,-156.2775,,,,HaleNet,HaleNet,,328.4_R,,PU'U PAHU HN-106,20.757639_-156.277500
183,1595.0,MA,20.79179801,-156.25218909999998,USC00518744,,,COOP,HALEAKALA RANCH,,333.0_R,,UKULELE 333,20.791798_-156.252189
184,2898.0,MA,20.703948,-156.24110100000001,,,,CraterNet,south rim,,337.0_R,,south rim,20.703948_-156.241101
185,2697.0,MA,20.714563000000002,-156.2394,,,,CraterNet,Sliding Sands,,337.1_R,,Sliding Sands,20.714563_-156.239400
186,2461.0,MA,20.7300298,-156.140176,,,,CraterNet,Pohaku Palaha,,337.11_R,,Pohaku Palaha,20.730030_-156.140176
187,2282.0,MA,20.73782363,-156.1453106,,,,CraterNet,Puu Alaea,,337.12_R,,Puu Alaea,20.737824_-156.145311
188,1927.0,MA,20.71236611,-156.14375719999998,,,,CraterNet,Paliku,,337.13_R,,Paliku,20.712366_-156.143757
189,2424.0,MA,20.709651,-156.22448500000002,,,,CraterNet,Puu o Pele,,337.2_R,,Puu o Pele,20.709651_-156.224485
190,2270.0,MA,20.718443,-156.212261,,,,CraterNet,Lava lake,,337.3_R,,Lava lake,20.718443_-156.212261
191,2186.0,MA,20.731704,-156.205387,,,,CraterNet,Silversword loop,,337.4_R,,Silversword loop,20.731704_-156.205387
192,2722.0,MA,20.74337371,-156.22886509999998,,,,CraterNet,Leleiwi,,337.5_R,,Leleiwi,20.743374_-156.228865
193,2261.0,MA,20.717807,-156.188007,,,,CraterNet,Puu Nole,,337.6_R,,Puu Nole,20.717807_-156.188007
194,2645.0,MA,20.73567887,-156.1754875,,,,CraterNet,Hanakauhi,,337.7_R,,Hanakauhi,20.735679_-156.175488
195,2455.0,MA,20.73555054,-156.1587809,,,,CraterNet,Aloha Park,,337.8_R,,Aloha Park,20.735551_-156.158781
196,2051.0,MA,20.7229056,-156.1544823,,,,CraterNet,Laie,,337.9_R,,Laie,20.722906_-156.154482
197,2143.0,MA,20.75846738,-156.2455233,USC00511004,,,COOP,HAWAII T PARK,,338.0_R,,HALEAKALA RANGER STATION 338,20.758467_-156.245523
198,3037.0,MA,20.71667,-156.26667,USC00511008,,,COOP,SMITHSONIAN INST 1,,338.4_R,,HALEAKALA SUMMIT 338,20.716670_-156.266670
199,2120.0,MA,20.75980556,-156.24816669999998,,,,HaleNet,HaleNet,,339.4_R,,PARK HQ HN-151,20.759806_-156.248167
200,2590.0,MA,20.73819444,-156.24583330000002,,,,HaleNet,HaleNet,,339.5_R,,NENE NEST HN-152,20.738194_-156.245833
201,2990.0,MA,20.71036111,-156.25675,,,,HaleNet,HaleNet,,339.6_R,,SUMMIT HN-153,20.710361_-156.256750
202,472.44,MA,20.81436111,-156.14297219999997,,DD5E710A,WWKH1,USGS,USGS,,348.5_R,,WestWailuaikiRainGagenrKeanae,20.814361_-156.142972
203,390.0,MA,20.81179461,-156.1171956,USC00517194,,,COOP,EMI,,350.0_R,,PAAKEA 350,20.811795_-156.117196
204,19.0,MA,20.7946,-156.0157,USC00511125,B150314C,HNAH1,HydroNet-UaNet,NWS,,353.0_R,,Hana AP,20.794600_-156.015700
205,24.0,MA,20.791999999999998,-156.017,USC00511125,,,COOP,HAWN AIRLINES,,355.0_R,,HANA AIRPORT 355,20.792000_-156.017000
206,238.0488,MA,20.8909,-156.6556,,81700366,LAHH1,HydroNet-UaNet,NWS,,361.1_R,,Lahainaluna,20.890900_-156.655600
207,177.0,MA,20.89679257,-156.66217360000002,USC00518955,,,COOP,PIONEER MILL,,364.0_R,,WAHIKULI 364,20.896793_-156.662174
208,1759.0,MA,20.89083333,-156.6008333,USC00514887,DD73556E,PKKH1,USGS,BALDWIN PKRS,,380.0_R,,PuuKukuiRainGageatalt,20.890833_-156.600833
209,55.0,MA,20.89345755,-156.4971783,USC00519484,,,COOP,WAILUKU SUGAR,,386.0_R,,WAILUKU 386,20.893458_-156.497178
210,146.9136,MA,20.8831005,-156.5124,,9321D776,WUKH1,HydroNet-UaNet,NWS,,386.6_R,,Wailuku,20.883101_-156.512400
211,130.0,MA,20.8491,-156.5092,USC00519376,,,COOP,WAILUKU SUGAR,,390.0_R,,WAIKAPU 390,20.849100_-156.509200
212,145.9992,MA,20.8346996,-156.5135,,9320E016,WCCH1,HydroNet-UaNet,NWS,,390.4_R,,Waikapu Country Club,20.834700_-156.513500
213,18.0,MA,20.8717927,-156.4538466,USC00518543,,,COOP,HC&S,,396.0_R,,PUUNENE 396,20.871793_-156.453847
214,12.0,MA,20.8887,-156.41,USW00022516,,HOG,NWS,NOAA-NWS,,398.0_R,,KAHULUI AIRPORT,20.888700_-156.410000
215,50.0,MA,20.905122100000003,-156.37384939999998,USC00517566,,,COOP,HC&S,,406.0_R,,PAIA 406,20.905122_-156.373849
216,326.0,MA,20.86679262,-156.3405177,USC00511075,,,COOP,MAUI PINE,,423.0_R,,HALIIMAILE 423,20.866793_-156.340518
217,495.9096,MA,20.835500699999997,-156.3307,,15D2B52E,PUKH1,HydroNet-UaNet,NWS,,426.6_R,,Pukalani,20.835501_-156.330700
218,213.0,MA,20.89012208,-156.2121892,USC00512679,,,COOP,EMI,,446.0_R,,KAILUA 446,20.890122_-156.212189
219,128.0,MA,20.93194,-156.67611000000002,USC00518407,,,COOP,COOP,,457.1_R,,PUUKOLII 457.1,20.931940_-156.676110
220,73.0,MA,20.9625,-156.6753,USC00513317,,,NWS,KAPALUA W.MAUI AIRPORT 462.4,,462.4_R,,KAPALUA W.MAUI AIRPORT 462.4,20.962500_-156.675300
221,257.0,MA,20.94678808,-156.6555055,USC00515715,,,COOP,PIONEER MILL,,466.0_R,,MAHINAHINA 466,20.946788_-156.655506
222,319.0,MA,20.995117699999998,-156.6391163,USC00510541,,,COOP,MAUI PINE,,474.0_R,,FIELD 46 474,20.995118_-156.639116
223,91.0,MA,20.94012106,-156.52551019999999,USC00519315,,,COOP,WAILUKU SUGAR,,482.0_R,,WAIHEE VALLEY 482,20.940121_-156.525510
224,334.0,MA,20.9539,-156.5342,USC00512450,,,COOP,NWS,,482.4_R,,KAHAKULOA MAUKA 482,20.953900_-156.534200
225,335.28,MA,20.9540997,-156.5342,,781001B6,KHKH1,HydroNet-UaNet,Kahakuloa,,482.5_R,,Kahakuloa,20.954100_-156.534200
226,98.0,MA,20.91623388,-156.50884440000002,USC00519275,,,COOP,WAILUKU SUGAR,,484.0_R,,WAIEHU CAMP 484,20.916234_-156.508844
227,98.0,MA,20.91345401,-156.3455169,USC00511086,,,COOP,HC&S,,485.0_R,,HAMAKUAPOKO 485,20.913454_-156.345517
228,416.0,MA,20.92011989,-156.3071849,US1HIMI0001,,,CoCoRaHS,HAIKU 3.2 SE,,486.7_R,,HAIKU 3.2 SE,20.920120_-156.307185
229,99.3648,MA,20.928899800000003,-156.3225,USC00510822,50A30568,AIKH1,HydroNet-UaNet,NWS,,489.0_R,,Haiku,20.928900_-156.322500
230,341.0,MA,20.893060000000002,-156.30306000000002,USC00514806,,,COOP,COOP,,490.7_R,,KUIAHA 490.7,20.893060_-156.303060
231,210.0,MA,20.91,-156.282,USC00511016,,,COOP,COOP,,492.2_R,,HALEHAKU 492.2,20.910000_-156.282000
232,38.0,MA,21.00011804,-156.655505,USC00511887,,,COOP,MAUI LAND&PINE CO,,493.0_R,,HONOKOHUA 493,21.000118_-156.655505
233,61.0,MA,21.010978,-156.633839,USC00511914,,,COOP,MAUI LAND&PINE CO,,494.0_R,,HONOLUA FIELD 49 494,21.010978_-156.633839
234,104.0,MA,21.02511528,-156.60050680000003,USC00516645,,,COOP,MAUI LAND&PINE CO,,497.0_R,,NAKALELE FIELD 60 497,21.025115_-156.600507
235,335.28,KO,20.5625,-156.56305559999998,USR0000HLUA,,HLUA,RAWS,RAWS,,499.11_R,,LUA MAKIKA,20.562500_-156.563056
236,251.46,KO,20.54361111,-156.6408333,USR0000HKLL,32792006,KLLH1,RAWS,RAWS,,499.12_R,,KEALIALALO,20.543611_-156.640833
237,365.76,KO,20.58027778,-156.5711111,USR0000HHAI,3279159C,HKIH1,RAWS,RAWS,,499.13_R,,HAKIOAWA,20.580278_-156.571111
238,248.412,KO,20.52222222,-156.5658333,USR0000HKAN,32793370,KAOH1,RAWS,RAWS,,499.9_R,,KANELOA,20.522222_-156.565833
239,314.0,MO,21.13348648,-157.2121842,USC00516190,,,COOP,MOLOKAI RANCH CO,,511.0_R,,MAUNALOA 511,21.133486_-157.212184
240,141.0,MO,21.15514996,-157.0924625,USW00022534,,HMK,NWS,ALOHA AIRLINES,,524.0_R,,MOLOKAI KAUNAKAKAI MOLOKAI AIRPORT,21.155150_-157.092463
241,3.0,MO,21.08876308,-157.0216311,USC00513541,,,COOP,MOLOKAI RANCH,,536.0_R,,KAUNAKAKAI 536,21.088763_-157.021631
242,28.3464,MO,21.094600699999997,-157.0174,,50A0F2E2,KACH1,HydroNet-UaNet,MOLOKAI GEN HOSP,,536.5_R,,Kaunakakai Mauka,21.094601_-157.017400
243,13.0,MO,21.068,-156.963,US1HIMI0002,,,CoCoRaHS,KAUNAKAKAI 3.5 ESE,,536.6_R,,KAUNAKAKAI 3.5 ESE,21.068000_-156.963000
244,833.0184,MO,21.115,-156.9475,USR0000HMLK,487016AC,MLKH1,RAWS,RAWS,,538.0_R,,MOLOKAI 1,21.115000_-156.947500
245,1159.764,MO,21.14083333,-156.90222219999998,,32D6062E,PAFH1,RAWS,Puu ALII WEST,,541.2_R,,Puu ALII WEST,21.140833_-156.902222
246,93.0,MO,21.1804,-157.2319,US1HIMI0006,,,CoCoRaHS,MAUNALOA 3.2 NNW,,550.3_R,,MAUNALOA 3.2 NNW,21.180400_-157.231900
247,22.86,MO,21.20333333,-156.9661111,USR0000HMAK,FA9024CE,MKPH1,RAWS,RAWS,,553.0_R,,MAKAPULAPAI,21.203333_-156.966111
248,9.0,MO,21.19014673,-156.9824624,USC00512896,,,COOP,CIVIL AIR PATROL,,563.0_R,,KALAUPAPA 563,21.190147_-156.982462
249,498.0432,LA,20.8262997,-156.9182,USC00515286,,LANH1,HydroNet-UaNet,NWS,,672.1_R,,Lanai City,20.826300_-156.918200
250,387.096,LA,20.87333333,-157.0063889,USR0000HLAN,48702336,LNIH1,RAWS,RAWS,,679.0_R,,LANAI 1,20.873333_-157.006389
251,2.0,OA,21.313926000000002,-157.999529,USC00511918,,,COOP,USC&GEODETIC SURVEY,,702.2_R,,HONOLULU OBSERV 702.2,21.313926_-157.999529
252,15.0,OA,21.316670000000002,-158.06667,USW00022551,,HJR,NWS,NWS,,702.7_R,,Kapolei-Kalaeloa AP,21.316670_-158.066670
253,1.524,OA,21.3150005,-157.9992,,,PTWH1,HydroNet-UaNet,NWS,,702.8_R,,PTWC,21.315001_-157.999200
254,2.1,OA,21.324,-157.9294,USW00022521,,,NWS,USWB,,703.0_R,,HONOLULU INTERNATIONAL AIRPORT,21.324000_-157.929400
255,1.0,OA,21.3287,-157.9298,USC00511925,,,COOP,COOP,,703.1_R,,"HONOLULU FIRE STATION 703.1, HI US",21.328700_-157.929800
256,6.0,OA,21.305169,-157.8522571,USC00510211,,,COOP,BWS,,705.0_R,,BERETANIA PUMP STN 705,21.305169_-157.852257
257,38.1,OA,21.3034,-157.8627,,,ALOH1,HydroNet-UaNet,NWS,,705.12_R,,Aloha Tower,21.303400_-157.862700
258,2.0,OA,21.32180556,-157.8694722,,,,PrivateObs,J_Delay,,706.5_R,,Niuhelewai HCC JD,21.321806_-157.869472
259,14.0,OA,21.30489073,-157.8305905,USW00022551,,,STATE,LYDECKER RC,,707.2_R,,EWA KALAELOA AIRPORT,21.304891_-157.830590
260,12.0,OA,21.3004,-157.8293,US1HIHN0023,,,CoCoRaHS,CoCoRaHS,,707.5_R,,HONOLULU 2.0 SW,21.300400_-157.829300
261,108.0,OA,21.31016855,-157.846146,USC00518316,,,COOP,T MEM CEMETERY,,709.0_R,,PUNCHBOWL CRATER 709,21.310169_-157.846146
262,11.5824,OA,21.29322222,-157.8127222,,,,USGS,USGS,,711.6_R,,"ManoaRGatKanewaiFld,Honolulu",21.293222_-157.812722
263,6.096,OA,21.28944444,-157.81555559999998,,,,USGS,USGS,,711.7_R,,H-1RainGageatKapiolaniAve,21.289444_-157.815556
264,61.0,OA,21.31044568,-157.8147571,USC00516122,,,COOP,BEAUMONT MRS J,,712.1_R,,MANOA 712.1,21.310446_-157.814757
265,24.0,OA,21.29933514,-157.8167017,USC00518815,,,COOP,UH MET DEPT,,713.0_R,,UNIV OF HAWAII 713,21.299335_-157.816702
266,15.0,OA,21.27433592,-157.7880917,USC00519185,,,COOP,TINKER SPENCER,,715.0_R,,WAIALAE KAHALA,21.274336_-157.788092
267,198.0,OA,21.32794416,-157.7914236,USC00516130,,,COOP,BWS,,716.0_R,,MANOA TUN 2 716,21.327944_-157.791424
268,3.0,OA,21.27183682,-157.8180917,USC00519397,,,COOP,PURINTON J,,717.2_R,,WAIKIKI 717.2,21.271837_-157.818092
269,302.0,OA,21.32183297,-157.77170149999998,USC00517664,,,COOP,BWS,,718.0_R,,PALOLO VALLEY 718,21.321833_-157.771701
270,113.0,OA,21.285,-157.7816,US1HIHN0010,,,CoCoRaHS,CoCoRaHS,,720.6_R,,HONOLULU 2.7 SSE,21.285000_-157.781600
271,335.0,OA,21.29766804,-157.7853133,USC00519980,,,COOP,BWS,,721.0_R,,WILHELMINA RISE 721,21.297668_-157.785313
272,59.43600000000001,OA,21.2996006,-157.7944,USC00517662,19014414,PFSH1,HydroNet-UaNet,NWS,,721.4_R,,Palolo Fire Stn,21.299601_-157.794400
273,3.0,OA,21.28172556,-157.7282194,USC00517540,,,COOP,GRUBB DL,,723.4_R,,PAIKO DRIVE 723.4,21.281726_-157.728219
274,19.812,OA,21.289699600000002,-157.7332,USC00516865,1900D38C,NIUH1,HydroNet-UaNet,NWS,,723.8_R,,Niu Valley,21.289700_-157.733200
275,9.0,OA,21.29889,-157.66443999999998,USC00511308,,,COOP,UNOAA-NWS,,724.19_R,,HAWAII KAI GC 724.19,21.298890_-157.664440
276,242.31599999999997,OA,21.3085995,-157.6791,,190046EE,KMHH1,HydroNet-UaNet,NWS,,724.21_R,,Kamehame,21.308599_-157.679100
277,722.3760000000001,OA,21.385,-158.10416669999998,,4870F55E,PLHH1,RAWS,RAWS,,728.2_R,,PALEHUA,21.385000_-158.104167
278,85.0392,OA,21.3869991,-158.0358,,,KUNH1,HydroNet-UaNet,NWS,,740.5_R,,Kunia,21.386999_-158.035800
279,12.0,OA,21.3401713,-158.03392150000002,USC00510507,,,COOP,EWA PLANTATION,,741.0_R,,EWA PLANTATION 741,21.340171_-158.033922
280,1.524,OA,21.35666667,-158.0205556,,327BF39A,HOFH1,RAWS,FWS,,742.4_R,,HONOULIULI PHB,21.356667_-158.020556
281,18.0,OA,21.38683459,-158.00725359999998,USC00519738,,,COOP,OAHU SUGAR,,750.0_R,,WAIPAHU 750,21.386835_-158.007254
282,1.524,OA,21.38694444,-157.9811111,,3274C092,WWFH1,RAWS,FWS,,752.6_R,,WAIAWA PHB,21.386944_-157.981111
283,238.0,OA,21.39488776,-157.91031,USC00510123,,,COOP,G FOWLER,,764.6_R,,AIEA HEIGHTS 764.6,21.394888_-157.910310
284,175.0,OA,21.393,-157.9186,US1HIHN0014,,,CoCoRaHS,CoCoRaHS,,764.7_R,,AIEA 0.7 ENE,21.393000_-157.918600
285,6.0,OA,21.34794527,-157.8950332,USC00516395,,,COOP,ROXBURGH J,,770.0_R,,MOANALUA 770,21.347945_-157.895033
286,335.28,OA,21.40488889,-157.85044440000001,,DD75A524,TNLH1,USGS,USGS,,771.11_R,,N.HalawaValleyRGattunnel,21.404889_-157.850444
287,210.312,OA,21.381999999999998,-157.9033333,,,,USGS,USGS,,771.9_R,,NHalawaRainGagenrHonolulu,21.382000_-157.903333
288,103.058976,OA,21.37823611,-157.87003059999998,,,,USGS,USGS,,772.0_R,,MoanaluaRaingagenrHonolulu,21.378236_-157.870031
289,97.536,OA,21.39295833,-157.8908639,,,,USGS,USGS,,772.1_R,,N.HalawaRaingagenrAiea,21.392958_-157.890864
290,304.8,OA,21.39338889,-157.8401111,,1689664A,MOGH1,USGS,USGS,,772.3_R,,MoanaluaRGNo.1atalt1000,21.393389_-157.840111
291,72.2376,OA,21.3736,-157.8801,USC00516400,1900B66A,MOAH1,HydroNet-UaNet,USGS,,772.5_R,,Moanalua Stream,21.373600_-157.880100
292,350.52,OA,21.38823333,-157.8486389,,,,USGS,USGS,,772.6_R,,MoanaluaRaingagenrKaneohe,21.388233_-157.848639
293,188.0,OA,21.33933391,-157.8567005,USC00513268,,,COOP,KAMEHAMEHA SCH,,773.0_R,,KAPALAMA 773,21.339334_-157.856700
294,125.0,OA,21.339125,-157.835905,USC00516933,,,COOP,BWS,,775.0_R,,NUUANU RES 5 775,21.339125_-157.835905
295,277.0,OA,21.37516437,-157.82225549999998,USC00512960,,,COOP,BWS,,777.0_R,,KALIHI RES SITE 777,21.375164_-157.822255
296,314.5536,OA,21.3771,-157.8166,,,WITH1,HydroNet-UaNet,NOAA-NWS,,777.3_R,,Wilson Tunnel,21.377100_-157.816600
297,404.0,OA,21.32711168,-157.8239234,USC00518738,,,COOP,NEWMAN N,,780.5_R,,TANTALUS 2 780.5,21.327112_-157.823923
298,61.0,OA,21.40849568,-157.8105878,USC00513113,,,COOP,STATE HOSPITAL,,781.0_R,,KANEOHE MAUKA 781,21.408496_-157.810588
299,67.056,OA,21.39184444,-157.809475,,,,USGS,USGS,,781.11_R,,LulukuRaingageatalt,21.391844_-157.809475
300,20.0,OA,21.4039,-157.8017,US1HIHN0027,,,CoCoRaHs,CoCoRaHs,,781.13_R,,"KANEOHE 0.8 SW, HI US",21.403900_-157.801700
301,84.0,OA,21.3873,-157.8098,USC00515655,,,COOP,NWS,,781.7_R,,LULUKU 781.7,21.387300_-157.809800
302,59.484768,OA,21.38628889,-157.79280830000002,,,,USGS,USGS,,781.9_R,,RBKamooaliiRaingagenrKaneohe,21.386289_-157.792808
303,248.412,OA,21.3502007,-157.8184,USC00516938,156097FE,NUUH1,HydroNet-UaNet,NWS,,782.3_R,,Nuuanu Upper,21.350201_-157.818400
304,320.0,OA,21.35266525,-157.807534,USC00516928,,,COOP,BWS,,783.0_R,,NUUANU RES 4 783,21.352665_-157.807534
305,549.0,OA,21.33516641,-157.8105899,USC00517810,,,COOP,BWS,,784.0_R,,PAUOA FLATS 784,21.335166_-157.810590
306,151.7904,OA,21.333000199999997,-157.8024,USC00516128,,MNLH1,HydroNet-UaNet,NWS,,785.4_R,,Manoa Lyon Arbo,21.333000_-157.802400
307,127.0,OA,21.351,-157.7668,USC00516222,,,COOP,HSPA,,787.1_R,,MAUNAWILI 787.1,21.351000_-157.766800
309,143.0,OA,21.3666,-157.7785,USC00518601,,,COOP,ST STEPHEN SEMIN,,788.0_R,,ST STEPHENS SEMINARY,21.366600_-157.778500
310,146.0,OA,21.37183016,-157.7839226,USC00517656,,,COOP,C&C PARKS & RECR,,788.1_R,,PALI GOLF COURSE 788.1,21.371830_-157.783923
311,142.9512,OA,21.3666992,-157.7786,,19005598,STVH1,HydroNet-UaNet,NWS,,788.2_R,,St Stephens Seminary,21.366699_-157.778600
312,45.1104,OA,21.3777008,-157.7507,USC00517052,19011468,OFSH1,HydroNet-UaNet,NWS,,790.11_R,,Olomana Fire Stn,21.377701_-157.750700
313,38.0,OA,21.3727,-157.725,US1HIHN0022,,,CoCoRaHS,CoCoRaHS,,793.1_R,,WAIMANALO EXPERIMENTAL FARM,21.372700_-157.725000
314,18.0,OA,21.33516407,-157.7105906,USC00519523,,,COOP,HAES,,795.1_R,,WAIMANALO EXP F 795.1,21.335164_-157.710591
315,20.1168,OA,21.3356991,-157.7116,,224185AC,WMLH1,HydroNet-UaNet,NWS,,795.3_R,,Waimanalo Nonokio,21.335699_-157.711600
316,3.0,OA,21.44683495,-158.1855845,USC00519231,,,COOP,CAPITAL INVESTMENT,,798.0_R,,WAIANAE 798,21.446835_-158.185585
317,453.8472,OA,21.48,-158.1072222,,328FC12E,SCSH1,RAWS,RAWS,,799.0_R,,WAIAWA PHB,21.480000_-158.107222
318,80.0,OA,21.47833333,-158.1963889,USC00515758,,,COOP,Alan Mair,,800.3_R,,MAKAHA CTRY CLUB 800.3,21.478333_-158.196389
319,19.812,OA,21.456699399999998,-158.18,,,WAIH1,HydroNet-UaNet,MT VIEW DAIRY,,801.1_R,,Waianae Kawiwi,21.456699_-158.180000
320,291.6936,OA,21.48055556,-158.15527780000002,USR0000HWVA,487005DA,WNVH1,RAWS,RAWS,,803.2_R,,WAIANAE VALLEY,21.480556_-158.155278
321,35.9664,OA,21.421100600000003,-158.1352,USC00515647,8170406C,LUAH1,HydroNet-UaNet,US VY,,804.0_R,,Lualualei,21.421101_-158.135200
322,255.0,OA,21.48722,-158.02806,USW00022508,B14101B2,WAFH1,NWS,COOP,,810.1_R,,WHEELER ARMY AIR FIELD 810.1,21.487220_-158.028060
323,226.7712,OA,21.4638004,-157.9991,USC00516261,,MITH1,HydroNet-UaNet,NWS,,820.6_R,,Mililani,21.463800_-157.999100
324,262.23467999999997,OA,21.48880556,-157.99605559999998,,,,USGS,USGS,,821.3_R,,"SFKaukonahuaRainGage,nrWaawa",21.488806_-157.996056
325,124.96799999999999,OA,21.4199009,-158.0058,,,PECH1,HydroNet-UaNet,NWS,,824.2_R,,Waipio,21.419901_-158.005800
326,381.0,OA,21.49944444,-157.99333330000002,USR0000HSCH,325AB384,SCEH1,RAWS,RAWS,,828.0_R,,SCHOFIELD EAST,21.499444_-157.993333
327,210.312,OA,21.47027778,-157.9708333,,,,USGS,USGS,,832.2_R,,KipapaRaingagenrWaawa,21.470278_-157.970833
328,235.6104,OA,21.4440994,-157.9669,USC00519257,,WAWH1,HydroNet-UaNet,NWS,,834.13_R,,Waiawa CF,21.444099_-157.966900
329,261.8232,OA,21.4298,-157.9452,,,PACH1,HydroNet-UaNet,NWS,,835.2_R,,Palisades,21.429800_-157.945200
330,227.0,OA,21.47016136,-157.8833636,USC00518964,,,COOP,OAHU SUGAR,,837.0_R,,WAIAHOLE 837 ,21.470161_-157.883364
331,4.2672,OA,21.48197222,-157.8458333,,,,USGS,USGS,,837.11_R,,WaiaholeRGatKamehamehaHwy,21.481972_-157.845833
332,34.0,OA,21.45167,-157.84888999999998,USC00519281,,,COOP,COOP,,837.5_R,,WAIHEE 837.5,21.451670_-157.848890
333,24.0,OA,21.4551,-157.8294,US1HIHN0011,,,CoCoRaHS,CoCoRaHS,,837.6_R,,KANEOHE 3.9 NW,21.455100_-157.829400
334,18.0,OA,21.42349474,-157.803921,USC00513117,,,COOP,DL AH YOU,,838.1_R,,KANEOHE 838.1,21.423495_-157.803921
335,73.0,OA,21.432,-157.8373,USC00510055,,,COOP,MITCHELL DON,,839.12_R,,AHUIMANU LOOP 839.12,21.432000_-157.837300
336,74.0664,OA,21.4319992,-157.8373,,15CE7632,AHUH1,HydroNet-UaNet,NWS,,839.15_R,,Ahuimanu Loop ,21.431999_-157.837300
337,134.112,OA,21.40628611,-157.829475,,,,USGS,USGS,,839.31_R,,HaikuRaingagenrHeeia,21.406286_-157.829475
338,64.3128,OA,21.4463997,-157.8584,USC00519286,195042AC,WPPH1,HydroNet-UaNet,USGS,,839.8_R,,Waihee Pump,21.446400_-157.858400
339,3.0,OA,21.44404851,-157.7730876,USW00022519,,,NWS,USMC,,840.0_R,,KANEOHE BAY MCAS,21.444049_-157.773088
340,5.0,OA,21.43321608,-157.78697659999997,USC00510350,,,COOP,UH MARINE LAB,,840.1_R,,COCONUT ISLAND 840.1,21.433216_-157.786977
341,267.0048,OA,21.57027778,-158.26,,48710720,KKRH1,RAWS,S&PF,,841.2_R,,KUAOKALA,21.570278_-158.260000
342,378.0,OA,21.56322317,-158.24307549999997,USC00512410,,,COOP,LOCKHEED BALLISTIC,,841.3_R,,KAENA POINT 841.3,21.563223_-158.243075
343,286.09747200000004,OA,21.50158333,-158.1801667,,DD1423F8,MKHH1,USGS,USGS,,842.1_R,,MakahaRainGage,21.501583_-158.180167
344,158.496,OA,21.52611111,-158.2041667,USR0000HMAP,324C075A,MAPH1,RAWS,RAWS,,842.7_R,,MAKUA VALLEY,21.526111_-158.204167
