above,station,index
Above On Index,Huinawai,85.99399999999994,28.0
Above On Index,Huinawai,50.03599999999995,28.0
Above On Index,Huinawai,37.8459999999998,28.0
Above On Index,Huinawai,63.5,28.0
Above On Index,Huinawai,65.9380000000001,28.0
Above On Index,Huinawai,44.7040000000001,28.0
Above On Index,Huinawai,31.14000000000005,28.0
Above On Index,Huinawai,30.4444989712352,28.0
Above On Index,Huinawai,37.338,28.0
Above On Index,Huinawai,72.898,28.0
Above On Index,Huinawai,45.57167205906825,28.0
Above On Index,Huinawai,43.380223150258416,28.0
Above On Index,Huinawai,41.4671151561006,28.0
Above On Index,Huinawai,39.915799216910884,28.0
Above On Index,Huinawai,34.334807653874414,28.0
Above On Index,Huinawai,38.98485627949698,28.0
Above On Index,Huinawai,58.376793039988456,28.0
Above On Index,Huinawai,59.538554754891535,28.0
Above On Index,Huinawai,40.88230040847888,28.0
Above On Index,Huinawai,28.6492691632016,28.0
Above On Index,Huinawai,116.44465657877592,28.0
Above On Index,Huinawai,76.79799565958595,28.0
Above On Index,Huinawai,35.0733457237999,28.0
Above On Index,Huinawai,28.557244722484977,28.0
Above On Index,Huinawai,45.4654278582531,28.0
Above On Index,Aepoeha,59.0528255323791,34.0
Above On Index,Aepoeha,45.02267369789497,34.0
Above On Index,Aepoeha,34.539082189752975,34.0
Above On Index,Aepoeha,53.35873921257477,34.0
Above On Index,Aepoeha,36.25796834065102,34.0
Above On Index,Aepoeha,50.50845956398156,34.0
Above On Index,Aepoeha,140.716,34.0
Above On Index,Aepoeha,53.6570861486178,34.0
Above On Index,Aepoeha,42.0640615724006,34.0
Above On Index,Aepoeha,56.529931648437504,34.0
Above On Index,Aepoeha,63.459826140021,34.0
Above On Index,Aepoeha,55.85,34.0
Above On Index,Aepoeha,122.388302937255,34.0
Above On Index,Aepoeha,38.1,34.0
Above Off Index,Aepoeha,33.27300000000005,33.0
Above On Index,Aepoeha,85.99399999999994,34.0
Above On Index,Aepoeha,50.03599999999995,34.0
Above On Index,Aepoeha,37.8459999999998,34.0
Above On Index,Aepoeha,63.5,34.0
Above On Index,Aepoeha,65.9380000000001,34.0
Above On Index,Aepoeha,44.7040000000001,34.0
Above On Index,Aepoeha,37.338,34.0
Above On Index,Aepoeha,72.898,34.0
Above On Index,Aepoeha,45.57167205906825,34.0
Above On Index,Aepoeha,43.380223150258416,34.0
Above On Index,Aepoeha,41.4671151561006,34.0
Above On Index,Aepoeha,39.915799216910884,34.0
Above On Index,Aepoeha,34.334807653874414,34.0
Above On Index,Aepoeha,38.98485627949698,34.0
Above On Index,Aepoeha,58.376793039988456,34.0
Above On Index,Aepoeha,59.538554754891535,34.0
Above On Index,Aepoeha,40.88230040847888,34.0
Above On Index,Aepoeha,116.44465657877592,34.0
Above On Index,Aepoeha,76.79799565958595,34.0
Above On Index,Aepoeha,35.0733457237999,34.0
Above On Index,Aepoeha,45.4654278582531,34.0
Above On Index,Elua,26.74364659790052,22.0
Above On Index,Elua,23.6893998613414,22.0
Above On Index,Elua,59.0528255323791,22.0
Above On Index,Elua,22.960875074433055,22.0
Above On Index,Elua,45.02267369789497,22.0
Above On Index,Elua,34.539082189752975,22.0
Above On Index,Elua,32.22649555218371,22.0
Above On Index,Elua,26.4405175406852,22.0
Above On Index,Elua,53.35873921257477,22.0
Above On Index,Elua,30.818876042233224,22.0
Above On Index,Elua,36.25796834065102,22.0
Above On Index,Elua,22.308766299411126,22.0
Above On Index,Elua,28.53237893400246,22.0
Above On Index,Elua,24.3871991591653,22.0
Above On Index,Elua,50.50845956398156,22.0
Above On Index,Elua,140.716,22.0
Above On Index,Elua,22.9921626175131,22.0
Above On Index,Elua,53.6570861486178,22.0
Above On Index,Elua,42.0640615724006,22.0
Above On Index,Elua,56.529931648437504,22.0
Above On Index,Elua,28.31700000000005,22.0
Above On Index,Elua,63.459826140021,22.0
Above On Index,Elua,27.37727793159485,22.0
Above On Index,Elua,26.674,22.0
Above On Index,Elua,24.528,22.0
Above On Index,Elua,55.85,22.0
Above On Index,Elua,122.388302937255,22.0
Above On Index,Elua,27.4319999999999,22.0
Above On Index,Elua,38.1,22.0
Above On Index,Elua,29.57399999999995,22.0
Above On Index,Elua,33.27300000000005,22.0
Above On Index,Elua,85.99399999999994,22.0
Above On Index,Elua,50.03599999999995,22.0
Above On Index,Elua,25.42399999999995,22.0
Above Off Index,Elua,21.994999999999997,21.0
Above On Index,Elua,37.8459999999998,22.0
Above On Index,Elua,63.5,22.0
Above On Index,Elua,65.9380000000001,22.0
Above On Index,Elua,44.7040000000001,22.0
Above On Index,Elua,31.14000000000005,22.0
Above On Index,Elua,30.4444989712352,22.0
Above On Index,Elua,37.338,22.0
Above On Index,Elua,72.898,22.0
Above On Index,Elua,45.57167205906825,22.0
Above On Index,Elua,43.380223150258416,22.0
Above On Index,Elua,41.4671151561006,22.0
Above On Index,Elua,39.915799216910884,22.0
Above On Index,Elua,23.361458541629602,22.0
Above On Index,Elua,23.787635540724544,22.0
Above On Index,Elua,26.040043415579426,22.0
Above Off Index,Elua,21.02983522883168,21.0
Above On Index,Elua,24.57327329798814,22.0
Above On Index,Elua,25.059524760593696,22.0
Above On Index,Elua,34.334807653874414,22.0
Above On Index,Elua,22.773161448654882,22.0
Above On Index,Elua,38.98485627949698,22.0
Above On Index,Elua,23.47768960483672,22.0
Above On Index,Elua,58.376793039988456,22.0
Above On Index,Elua,59.538554754891535,22.0
Above On Index,Elua,40.88230040847888,22.0
Above On Index,Elua,28.6492691632016,22.0
Above On Index,Elua,23.99907686610822,22.0
Above On Index,Elua,116.44465657877592,22.0
Above On Index,Elua,76.79799565958595,22.0
Above On Index,Elua,35.0733457237999,22.0
Above On Index,Elua,24.417536611075082,22.0
Above On Index,Elua,28.557244722484977,22.0
Above On Index,Elua,45.4654278582531,22.0
Above On Index,Kalihiwai,18.123314949837603,10.5
Above On Index,Kalihiwai,17.6121937189769,10.5
Above Off Index,Kalihiwai,10.443270061630315,9.5
Above Off Index,Kalihiwai,10.303253176910047,9.5
Above On Index,Kalihiwai,15.88063066434336,10.5
Above On Index,Kalihiwai,13.324838197209067,10.5
Above On Index,Kalihiwai,15.481323304510202,10.5
Above On Index,Kalihiwai,16.61627620820274,10.5
Above On Index,Kalihiwai,26.74364659790052,10.5
Above On Index,Kalihiwai,14.585690872338194,10.5
Above On Index,Kalihiwai,10.83751284782319,10.5
Above Off Index,Kalihiwai,10.181644906173542,9.5
Above On Index,Kalihiwai,11.63366434349334,10.5
Above On Index,Kalihiwai,23.6893998613414,10.5
Above On Index,Kalihiwai,59.0528255323791,10.5
Above On Index,Kalihiwai,22.960875074433055,10.5
Above Off Index,Kalihiwai,10.200964766644814,9.5
Above On Index,Kalihiwai,45.02267369789497,10.5
Above On Index,Kalihiwai,34.539082189752975,10.5
Above On Index,Kalihiwai,32.22649555218371,10.5
Above On Index,Kalihiwai,12.19228131420541,10.5
Above On Index,Kalihiwai,26.4405175406852,10.5
Above On Index,Kalihiwai,53.35873921257477,10.5
Above On Index,Kalihiwai,30.818876042233224,10.5
Above On Index,Kalihiwai,15.587193270389825,10.5
Above Off Index,Kalihiwai,10.355919417821713,9.5
Above On Index,Kalihiwai,17.32028594828652,10.5
Above On Index,Kalihiwai,11.18331862213994,10.5
Above On Index,Kalihiwai,10.6932306238429,10.5
Above On Index,Kalihiwai,14.188687151947988,10.5
Above On Index,Kalihiwai,12.17790487875512,10.5
Above Off Index,Kalihiwai,10.124061263743139,9.5
Above On Index,Kalihiwai,36.25796834065102,10.5
Above On Index,Kalihiwai,22.308766299411126,10.5
Above On Index,Kalihiwai,12.610133398705063,10.5
Above On Index,Kalihiwai,20.359682912118096,10.5
Above Off Index,Kalihiwai,9.744412911364424,9.5
Above On Index,Kalihiwai,16.35526256679145,10.5
Above Off Index,Kalihiwai,10.01400462515891,9.5
Above On Index,Kalihiwai,11.272122012452089,10.5
Above Off Index,Kalihiwai,10.427460291687341,9.5
Above On Index,Kalihiwai,15.67813484233479,10.5
Above On Index,Kalihiwai,17.87154852841752,10.5
Above Off Index,Kalihiwai,9.511089900849566,9.5
Above On Index,Kalihiwai,28.53237893400246,10.5
Above On Index,Kalihiwai,24.3871991591653,10.5
Above Off Index,Kalihiwai,9.603402157666073,9.5
Above On Index,Kalihiwai,19.431115179919807,10.5
Above On Index,Kalihiwai,12.781040025990103,10.5
Above Off Index,Kalihiwai,10.273150935201112,9.5
Above On Index,Kalihiwai,17.21536221175608,10.5
Above On Index,Kalihiwai,11.68736123848397,10.5
Above On Index,Kalihiwai,50.50845956398156,10.5
Above On Index,Kalihiwai,19.507721032606117,10.5
Above On Index,Kalihiwai,10.678391031554302,10.5
Above On Index,Kalihiwai,140.716,10.5
Above On Index,Kalihiwai,22.9921626175131,10.5
Above On Index,Kalihiwai,53.6570861486178,10.5
Above On Index,Kalihiwai,42.0640615724006,10.5
Above On Index,Kalihiwai,13.462158203125,10.5
Above On Index,Kalihiwai,56.529931648437504,10.5
Above On Index,Kalihiwai,28.31700000000005,10.5
Above On Index,Kalihiwai,17.916,10.5
Above On Index,Kalihiwai,15.6748249469862,10.5
Above On Index,Kalihiwai,63.459826140021,10.5
Above On Index,Kalihiwai,27.37727793159485,10.5
Above On Index,Kalihiwai,26.674,10.5
Above Off Index,Kalihiwai,9.50342721523871,9.5
Above Off Index,Kalihiwai,10.0624372973925,9.5
Above On Index,Kalihiwai,11.322000000000006,10.5
Above On Index,Kalihiwai,24.528,10.5
Above On Index,Kalihiwai,18.5421142578125,10.5
Above On Index,Kalihiwai,55.85,10.5
Above On Index,Kalihiwai,122.388302937255,10.5
Above On Index,Kalihiwai,27.4319999999999,10.5
Above On Index,Kalihiwai,38.1,10.5
Above On Index,Kalihiwai,29.57399999999995,10.5
Above On Index,Kalihiwai,13.084,10.5
Above On Index,Kalihiwai,33.27300000000005,10.5
Above On Index,Kalihiwai,20.08200000000005,10.5
Above On Index,Kalihiwai,85.99399999999994,10.5
Above On Index,Kalihiwai,50.03599999999995,10.5
Above On Index,Kalihiwai,25.42399999999995,10.5
Above On Index,Kalihiwai,21.994999999999997,10.5
Above On Index,Kalihiwai,37.8459999999998,10.5
Above Off Index,Kalihiwai,9.521342227181416,9.5
Above On Index,Kalihiwai,63.5,10.5
Above On Index,Kalihiwai,19.2264426932322,10.5
Above On Index,Kalihiwai,65.9380000000001,10.5
Above On Index,Kalihiwai,44.7040000000001,10.5
Above On Index,Kalihiwai,11.4300000000001,10.5
Above On Index,Kalihiwai,31.14000000000005,10.5
Above Off Index,Kalihiwai,9.58006775729711,9.5
Above On Index,Kalihiwai,12.794825541372,10.5
Above On Index,Kalihiwai,20.450000000000053,10.5
Above On Index,Kalihiwai,10.8881053425195,10.5
Above On Index,Kalihiwai,30.4444989712352,10.5
Above On Index,Kalihiwai,20.3199999999999,10.5
Above On Index,Kalihiwai,37.338,10.5
Above On Index,Kalihiwai,72.898,10.5
Above On Index,Kalihiwai,45.57167205906825,10.5
Above On Index,Kalihiwai,12.833271547772792,10.5
Above On Index,Kalihiwai,17.69191097805939,10.5
Above On Index,Kalihiwai,11.820263426275075,10.5
Above On Index,Kalihiwai,13.974308575068298,10.5
Above Off Index,Kalihiwai,9.659331956797574,9.5
Above On Index,Kalihiwai,14.78009490154522,10.5
Above On Index,Kalihiwai,43.380223150258416,10.5
Above On Index,Kalihiwai,16.59648322717878,10.5
Above On Index,Kalihiwai,19.82205419375939,10.5
Above On Index,Kalihiwai,41.4671151561006,10.5
Above On Index,Kalihiwai,39.915799216910884,10.5
Above On Index,Kalihiwai,16.148298371596052,10.5
Above On Index,Kalihiwai,11.84581188057687,10.5
Above On Index,Kalihiwai,23.361458541629602,10.5
Above On Index,Kalihiwai,13.426042038170575,10.5
Above On Index,Kalihiwai,14.322646046743973,10.5
Above On Index,Kalihiwai,13.369908443275037,10.5
Above On Index,Kalihiwai,13.359387951763585,10.5
Above On Index,Kalihiwai,15.626974319985163,10.5
Above On Index,Kalihiwai,18.67593044962407,10.5
Above On Index,Kalihiwai,10.56738392297028,10.5
Above On Index,Kalihiwai,23.787635540724544,10.5
Above On Index,Kalihiwai,26.040043415579426,10.5
Above On Index,Kalihiwai,12.16632651266903,10.5
Above On Index,Kalihiwai,12.134466812011462,10.5
Above On Index,Kalihiwai,18.58487937179998,10.5
Above On Index,Kalihiwai,21.02983522883168,10.5
Above On Index,Kalihiwai,24.57327329798814,10.5
Above On Index,Kalihiwai,25.059524760593696,10.5
Above On Index,Kalihiwai,18.91962786010384,10.5
Above On Index,Kalihiwai,20.77725298005798,10.5
Above On Index,Kalihiwai,17.280015453335597,10.5
Above On Index,Kalihiwai,16.880318383022757,10.5
Above On Index,Kalihiwai,17.44997188320419,10.5
Above On Index,Kalihiwai,34.334807653874414,10.5
Above On Index,Kalihiwai,19.252026518712206,10.5
Above On Index,Kalihiwai,17.672169695444847,10.5
Above On Index,Kalihiwai,14.025900986844784,10.5
Above On Index,Kalihiwai,12.672867832003742,10.5
Above On Index,Kalihiwai,11.226409698209917,10.5
Above On Index,Kalihiwai,17.77573197711194,10.5
Above On Index,Kalihiwai,22.773161448654882,10.5
Above On Index,Kalihiwai,13.523284253875127,10.5
Above On Index,Kalihiwai,12.974187274069914,10.5
Above On Index,Kalihiwai,38.98485627949698,10.5
Above On Index,Kalihiwai,10.73223668167378,10.5
Above On Index,Kalihiwai,23.47768960483672,10.5
Above On Index,Kalihiwai,12.3321012661389,10.5
Above On Index,Kalihiwai,13.34986083103464,10.5
Above On Index,Kalihiwai,10.857789939899638,10.5
Above On Index,Kalihiwai,12.959258902699801,10.5
Above On Index,Kalihiwai,17.403447171914017,10.5
Above On Index,Kalihiwai,15.47850637637419,10.5
Above On Index,Kalihiwai,17.669861722967404,10.5
Above On Index,Kalihiwai,58.376793039988456,10.5
Above On Index,Kalihiwai,59.538554754891535,10.5
Above On Index,Kalihiwai,17.051073278868312,10.5
Above On Index,Kalihiwai,13.199360962594842,10.5
Above On Index,Kalihiwai,40.88230040847888,10.5
Above On Index,Kalihiwai,14.072385852514648,10.5
Above On Index,Kalihiwai,12.314351850332894,10.5
Above On Index,Kalihiwai,11.28615274951759,10.5
Above On Index,Kalihiwai,13.673622564553051,10.5
Above On Index,Kalihiwai,28.6492691632016,10.5
Above On Index,Kalihiwai,14.740562032361657,10.5
Above Off Index,Kalihiwai,9.932244698861426,9.5
Above On Index,Kalihiwai,15.386307444252083,10.5
Above On Index,Kalihiwai,23.99907686610822,10.5
Above On Index,Kalihiwai,116.44465657877592,10.5
Above On Index,Kalihiwai,76.79799565958595,10.5
Above On Index,Kalihiwai,35.0733457237999,10.5
Above Off Index,Kalihiwai,10.216654735513611,9.5
Above On Index,Kalihiwai,24.417536611075082,10.5
Above On Index,Kalihiwai,15.497382673416823,10.5
Above On Index,Kalihiwai,10.730163414241739,10.5
Above On Index,Kalihiwai,14.70261454410651,10.5
Above On Index,Kalihiwai,14.758673185213627,10.5
Above On Index,Kalihiwai,28.557244722484977,10.5
Above Off Index,Kalihiwai,9.56238672451682,9.5
Above On Index,Kalihiwai,16.8152306724813,10.5
Above On Index,Kalihiwai,45.4654278582531,10.5
Above On Index,Kalihiwai,19.91786350900636,10.5
Above Off Index,Kalihiwai,10.220394978152177,9.5
Above On Index,Kalihiwai,13.405118170875088,10.5
Above On Index,Kalihiwai,12.101870607200144,10.5
Above On Index,Mauka,18.123314949837603,8.0
Above On Index,Mauka,17.6121937189769,8.0
Above On Index,Mauka,10.443270061630315,8.0
Above On Index,Mauka,10.303253176910047,8.0
Above On Index,Mauka,15.88063066434336,8.0
Above Off Index,Mauka,7.020956121009769,7.0
Above On Index,Mauka,13.324838197209067,8.0
Above On Index,Mauka,15.481323304510202,8.0
Above On Index,Mauka,16.61627620820274,8.0
Above On Index,Mauka,8.969590287972434,8.0
Above On Index,Mauka,8.1467710391017,8.0
Above On Index,Mauka,9.45996690752299,8.0
Above On Index,Mauka,26.74364659790052,8.0
Above On Index,Mauka,14.585690872338194,8.0
Above On Index,Mauka,10.83751284782319,8.0
Above On Index,Mauka,10.181644906173542,8.0
Above On Index,Mauka,11.63366434349334,8.0
Above On Index,Mauka,23.6893998613414,8.0
Above On Index,Mauka,59.0528255323791,8.0
Above On Index,Mauka,22.960875074433055,8.0
Above Off Index,Mauka,7.769470643865408,7.0
Above On Index,Mauka,10.200964766644814,8.0
Above Off Index,Mauka,7.797849685896552,7.0
Above On Index,Mauka,45.02267369789497,8.0
Above On Index,Mauka,34.539082189752975,8.0
Above On Index,Mauka,32.22649555218371,8.0
Above On Index,Mauka,12.19228131420541,8.0
Above On Index,Mauka,26.4405175406852,8.0
Above Off Index,Mauka,7.6631537350209795,7.0
Above On Index,Mauka,53.35873921257477,8.0
Above On Index,Mauka,30.818876042233224,8.0
Above On Index,Mauka,8.764292512028872,8.0
Above On Index,Mauka,15.587193270389825,8.0
Above On Index,Mauka,8.8279434222143,8.0
Above On Index,Mauka,10.355919417821713,8.0
Above On Index,Mauka,17.32028594828652,8.0
Above On Index,Mauka,11.18331862213994,8.0
Above On Index,Mauka,10.6932306238429,8.0
Above On Index,Mauka,14.188687151947988,8.0
Above On Index,Mauka,12.17790487875512,8.0
Above On Index,Mauka,8.70792826419131,8.0
Above On Index,Mauka,10.124061263743139,8.0
Above On Index,Mauka,36.25796834065102,8.0
Above On Index,Mauka,8.005501754117088,8.0
Above On Index,Mauka,22.308766299411126,8.0
Above On Index,Mauka,12.610133398705063,8.0
Above On Index,Mauka,20.359682912118096,8.0
Above On Index,Mauka,9.744412911364424,8.0
Above Off Index,Mauka,7.94227809780177,7.0
Above On Index,Mauka,16.35526256679145,8.0
Above On Index,Mauka,8.290233865478843,8.0
Above On Index,Mauka,8.084186523410796,8.0
Above On Index,Mauka,10.01400462515891,8.0
Above On Index,Mauka,11.272122012452089,8.0
Above On Index,Mauka,10.427460291687341,8.0
Above On Index,Mauka,15.67813484233479,8.0
Above Off Index,Mauka,7.201675887699875,7.0
Above On Index,Mauka,17.87154852841752,8.0
Above Off Index,Mauka,7.483968678539334,7.0
Above On Index,Mauka,9.511089900849566,8.0
Above Off Index,Mauka,7.412038453937678,7.0
Above On Index,Mauka,28.53237893400246,8.0
Above On Index,Mauka,24.3871991591653,8.0
Above On Index,Mauka,9.603402157666073,8.0
Above On Index,Mauka,19.431115179919807,8.0
Above On Index,Mauka,12.781040025990103,8.0
Above On Index,Mauka,10.273150935201112,8.0
Above On Index,Mauka,17.21536221175608,8.0
Above On Index,Mauka,11.68736123848397,8.0
Above On Index,Mauka,50.50845956398156,8.0
Above On Index,Mauka,19.507721032606117,8.0
Above On Index,Mauka,10.678391031554302,8.0
Above On Index,Mauka,140.716,8.0
Above On Index,Mauka,22.9921626175131,8.0
Above On Index,Mauka,53.6570861486178,8.0
Above On Index,Mauka,42.0640615724006,8.0
Above On Index,Mauka,13.462158203125,8.0
Above On Index,Mauka,56.529931648437504,8.0
Above On Index,Mauka,28.31700000000005,8.0
Above On Index,Mauka,17.916,8.0
Above Off Index,Mauka,7.366,7.0
Above On Index,Mauka,15.6748249469862,8.0
Above Off Index,Mauka,7.11199999999998,7.0
Above On Index,Mauka,8.81366233671328,8.0
Above Off Index,Mauka,7.039543434465833,7.0
Above On Index,Mauka,63.459826140021,8.0
Above On Index,Mauka,27.37727793159485,8.0
Above On Index,Mauka,26.674,8.0
Above On Index,Mauka,9.50342721523871,8.0
Above On Index,Mauka,8.12800000000004,8.0
Above On Index,Mauka,10.0624372973925,8.0
Above Off Index,Mauka,7.019964169938641,7.0
Above On Index,Mauka,11.322000000000006,8.0
Above On Index,Mauka,24.528,8.0
Above On Index,Mauka,18.5421142578125,8.0
Above On Index,Mauka,55.85,8.0
Above On Index,Mauka,122.388302937255,8.0
Above Off Index,Mauka,7.216999999999915,7.0
Above On Index,Mauka,8.498000000000115,8.0
Above On Index,Mauka,27.4319999999999,8.0
Above On Index,Mauka,38.1,8.0
Above On Index,Mauka,29.57399999999995,8.0
Above On Index,Mauka,13.084,8.0
Above On Index,Mauka,33.27300000000005,8.0
Above On Index,Mauka,20.08200000000005,8.0
Above On Index,Mauka,85.99399999999994,8.0
Above Off Index,Mauka,7.706347891183359,7.0
Above On Index,Mauka,50.03599999999995,8.0
Above On Index,Mauka,25.42399999999995,8.0
Above On Index,Mauka,21.994999999999997,8.0
Above On Index,Mauka,37.8459999999998,8.0
Above On Index,Mauka,9.521342227181416,8.0
Above Off Index,Mauka,7.00484148784627,7.0
Above On Index,Mauka,63.5,8.0
Above On Index,Mauka,19.2264426932322,8.0
Above On Index,Mauka,65.9380000000001,8.0
Above On Index,Mauka,44.7040000000001,8.0
Above On Index,Mauka,11.4300000000001,8.0
Above Off Index,Mauka,7.732999999999995,7.0
Above On Index,Mauka,8.79536935333687,8.0
Above On Index,Mauka,31.14000000000005,8.0
Above On Index,Mauka,9.58006775729711,8.0
Above On Index,Mauka,8.147434599472614,8.0
Above Off Index,Mauka,7.20421095348743,7.0
Above On Index,Mauka,12.794825541372,8.0
Above On Index,Mauka,20.450000000000053,8.0
Above Off Index,Mauka,7.36599999999999,7.0
Above On Index,Mauka,8.767999999999986,8.0
Above On Index,Mauka,10.8881053425195,8.0
Above Off Index,Mauka,7.11199999999985,7.0
Above On Index,Mauka,8.63599999999997,8.0
Above On Index,Mauka,30.4444989712352,8.0
Above Off Index,Mauka,7.36600000000004,7.0
Above On Index,Mauka,20.3199999999999,8.0
Above On Index,Mauka,37.338,8.0
Above On Index,Mauka,72.898,8.0
Above On Index,Mauka,45.57167205906825,8.0
Above Off Index,Mauka,7.61999999999989,7.0
Above On Index,Mauka,12.833271547772792,8.0
Above Off Index,Mauka,7.742255459333438,7.0
Above On Index,Mauka,17.69191097805939,8.0
Above On Index,Mauka,11.820263426275075,8.0
Above On Index,Mauka,13.974308575068298,8.0
Above On Index,Mauka,9.659331956797574,8.0
Above On Index,Mauka,14.78009490154522,8.0
Above On Index,Mauka,8.154134518563467,8.0
Above On Index,Mauka,43.380223150258416,8.0
Above On Index,Mauka,16.59648322717878,8.0
Above On Index,Mauka,19.82205419375939,8.0
Above On Index,Mauka,41.4671151561006,8.0
Above On Index,Mauka,39.915799216910884,8.0
Above On Index,Mauka,16.148298371596052,8.0
Above On Index,Mauka,11.84581188057687,8.0
Above On Index,Mauka,23.361458541629602,8.0
Above On Index,Mauka,13.426042038170575,8.0
Above On Index,Mauka,14.322646046743973,8.0
Above On Index,Mauka,13.369908443275037,8.0
Above On Index,Mauka,13.359387951763585,8.0
Above On Index,Mauka,15.626974319985163,8.0
Above On Index,Mauka,18.67593044962407,8.0
Above On Index,Mauka,10.56738392297028,8.0
Above On Index,Mauka,23.787635540724544,8.0
Above On Index,Mauka,26.040043415579426,8.0
Above On Index,Mauka,8.71362357126558,8.0
Above On Index,Mauka,12.16632651266903,8.0
Above On Index,Mauka,12.134466812011462,8.0
Above Off Index,Mauka,7.396307817354784,7.0
Above On Index,Mauka,18.58487937179998,8.0
Above On Index,Mauka,21.02983522883168,8.0
Above On Index,Mauka,24.57327329798814,8.0
Above On Index,Mauka,25.059524760593696,8.0
Above On Index,Mauka,18.91962786010384,8.0
Above On Index,Mauka,20.77725298005798,8.0
Above On Index,Mauka,17.280015453335597,8.0
Above On Index,Mauka,16.880318383022757,8.0
Above On Index,Mauka,17.44997188320419,8.0
Above On Index,Mauka,34.334807653874414,8.0
Above On Index,Mauka,19.252026518712206,8.0
Above On Index,Mauka,17.672169695444847,8.0
Above On Index,Mauka,14.025900986844784,8.0
Above On Index,Mauka,12.672867832003742,8.0
Above On Index,Mauka,11.226409698209917,8.0
Above Off Index,Mauka,7.277528876263707,7.0
Above On Index,Mauka,17.77573197711194,8.0
Above On Index,Mauka,22.773161448654882,8.0
Above On Index,Mauka,13.523284253875127,8.0
Above Off Index,Mauka,7.131370908497092,7.0
Above On Index,Mauka,12.974187274069914,8.0
Above On Index,Mauka,38.98485627949698,8.0
Above Off Index,Mauka,7.878470757552684,7.0
Above On Index,Mauka,10.73223668167378,8.0
Above On Index,Mauka,23.47768960483672,8.0
Above On Index,Mauka,12.3321012661389,8.0
Above On Index,Mauka,13.34986083103464,8.0
Above On Index,Mauka,10.857789939899638,8.0
Above On Index,Mauka,8.061299978812654,8.0
Above Off Index,Mauka,7.822362523514899,7.0
Above On Index,Mauka,8.684582201936209,8.0
Above On Index,Mauka,12.959258902699801,8.0
Above On Index,Mauka,17.403447171914017,8.0
Above On Index,Mauka,15.47850637637419,8.0
Above On Index,Mauka,17.669861722967404,8.0
Above On Index,Mauka,58.376793039988456,8.0
Above On Index,Mauka,59.538554754891535,8.0
Above On Index,Mauka,8.044924738810133,8.0
Above On Index,Mauka,17.051073278868312,8.0
Above On Index,Mauka,13.199360962594842,8.0
Above On Index,Mauka,40.88230040847888,8.0
Above On Index,Mauka,14.072385852514648,8.0
Above On Index,Mauka,12.314351850332894,8.0
Above On Index,Mauka,11.28615274951759,8.0
Above On Index,Mauka,13.673622564553051,8.0
Above On Index,Mauka,28.6492691632016,8.0
Above On Index,Mauka,14.740562032361657,8.0
Above On Index,Mauka,9.932244698861426,8.0
Above On Index,Mauka,15.386307444252083,8.0
Above On Index,Mauka,23.99907686610822,8.0
Above On Index,Mauka,116.44465657877592,8.0
Above On Index,Mauka,76.79799565958595,8.0
Above On Index,Mauka,35.0733457237999,8.0
Above On Index,Mauka,9.29181779259331,8.0
Above On Index,Mauka,10.216654735513611,8.0
