above,station,index
Above On Index,Mauka,24.417536611075082,8.0
Above On Index,Mauka,15.497382673416823,8.0
Above On Index,Mauka,10.730163414241739,8.0
Above On Index,Mauka,14.70261454410651,8.0
Above Off Index,Mauka,7.100406532258473,7.0
Above On Index,Mauka,9.137362387973223,8.0
Above On Index,Mauka,14.758673185213627,8.0
Above On Index,Mauka,28.557244722484977,8.0
Above On Index,Mauka,9.56238672451682,8.0
Above On Index,Mauka,16.8152306724813,8.0
Above On Index,Mauka,45.4654278582531,8.0
Above On Index,Mauka,19.91786350900636,8.0
Above On Index,Mauka,10.220394978152177,8.0
Above Off Index,Mauka,7.61899384399545,7.0
Above On Index,Mauka,13.405118170875088,8.0
Above On Index,Mauka,8.969364770580462,8.0
Above On Index,Mauka,8.470394434618191,8.0
Above On Index,Mauka,12.101870607200144,8.0
Above On Index,Alexander,140.716,100.0
Above On Index,Alexander,122.388302937255,100.0
Above On Index,Alexander,116.44465657877592,100.0
Above On Index,Papuaa,59.0528255323791,38.0
Above On Index,Papuaa,45.02267369789497,38.0
Above On Index,Papuaa,53.35873921257477,38.0
Above On Index,Papuaa,50.50845956398156,38.0
Above On Index,Papuaa,140.716,38.0
Above On Index,Papuaa,53.6570861486178,38.0
Above On Index,Papuaa,42.0640615724006,38.0
Above On Index,Papuaa,56.529931648437504,38.0
Above On Index,Papuaa,63.459826140021,38.0
Above On Index,Papuaa,55.85,38.0
Above On Index,Papuaa,122.388302937255,38.0
Above On Index,Papuaa,38.1,38.0
Above On Index,Papuaa,85.99399999999994,38.0
Above On Index,Papuaa,50.03599999999995,38.0
Above Off Index,Papuaa,37.8459999999998,37.0
Above On Index,Papuaa,63.5,38.0
Above On Index,Papuaa,65.9380000000001,38.0
Above On Index,Papuaa,44.7040000000001,38.0
Above Off Index,Papuaa,37.338,37.0
Above On Index,Papuaa,72.898,38.0
Above On Index,Papuaa,45.57167205906825,38.0
Above On Index,Papuaa,43.380223150258416,38.0
Above On Index,Papuaa,41.4671151561006,38.0
Above On Index,Papuaa,39.915799216910884,38.0
Above On Index,Papuaa,38.98485627949698,38.0
Above On Index,Papuaa,58.376793039988456,38.0
Above On Index,Papuaa,59.538554754891535,38.0
Above On Index,Papuaa,40.88230040847888,38.0
Above On Index,Papuaa,116.44465657877592,38.0
Above On Index,Papuaa,76.79799565958595,38.0
Above On Index,Papuaa,45.4654278582531,38.0
Above On Index,Ipuolono,59.0528255323791,30.0
Above On Index,Ipuolono,45.02267369789497,30.0
Above On Index,Ipuolono,34.539082189752975,30.0
Above On Index,Ipuolono,32.22649555218371,30.0
Above On Index,Ipuolono,53.35873921257477,30.0
Above On Index,Ipuolono,30.818876042233224,30.0
Above On Index,Ipuolono,36.25796834065102,30.0
Above On Index,Ipuolono,50.50845956398156,30.0
Above On Index,Ipuolono,140.716,30.0
Above On Index,Ipuolono,53.6570861486178,30.0
Above On Index,Ipuolono,42.0640615724006,30.0
Above On Index,Ipuolono,56.529931648437504,30.0
Above On Index,Ipuolono,63.459826140021,30.0
Above On Index,Ipuolono,55.85,30.0
Above On Index,Ipuolono,122.388302937255,30.0
Above On Index,Ipuolono,38.1,30.0
Above Off Index,Ipuolono,29.57399999999995,29.0
Above On Index,Ipuolono,33.27300000000005,30.0
Above On Index,Ipuolono,85.99399999999994,30.0
Above On Index,Ipuolono,50.03599999999995,30.0
Above On Index,Ipuolono,37.8459999999998,30.0
Above On Index,Ipuolono,63.5,30.0
Above On Index,Ipuolono,65.9380000000001,30.0
Above On Index,Ipuolono,44.7040000000001,30.0
Above On Index,Ipuolono,31.14000000000005,30.0
Above On Index,Ipuolono,30.4444989712352,30.0
Above On Index,Ipuolono,37.338,30.0
Above On Index,Ipuolono,72.898,30.0
Above On Index,Ipuolono,45.57167205906825,30.0
Above On Index,Ipuolono,43.380223150258416,30.0
Above On Index,Ipuolono,41.4671151561006,30.0
Above On Index,Ipuolono,39.915799216910884,30.0
Above On Index,Ipuolono,34.334807653874414,30.0
Above On Index,Ipuolono,38.98485627949698,30.0
Above On Index,Ipuolono,58.376793039988456,30.0
Above On Index,Ipuolono,59.538554754891535,30.0
Above On Index,Ipuolono,40.88230040847888,30.0
Above On Index,Ipuolono,116.44465657877592,30.0
Above On Index,Ipuolono,76.79799565958595,30.0
Above On Index,Ipuolono,35.0733457237999,30.0
Above On Index,Ipuolono,45.4654278582531,30.0
Above On Index,Nuuanu No 4,59.0528255323791,33.0
Above On Index,Nuuanu No 4,45.02267369789497,33.0
Above On Index,Nuuanu No 4,34.539082189752975,33.0
Above Off Index,Nuuanu No 4,32.22649555218371,30.0
Above On Index,Nuuanu No 4,53.35873921257477,33.0
Above Off Index,Nuuanu No 4,30.818876042233224,30.0
Above On Index,Nuuanu No 4,36.25796834065102,33.0
Above On Index,Nuuanu No 4,50.50845956398156,33.0
Above On Index,Nuuanu No 4,140.716,33.0
Above On Index,Nuuanu No 4,53.6570861486178,33.0
Above On Index,Nuuanu No 4,42.0640615724006,33.0
Above On Index,Nuuanu No 4,56.529931648437504,33.0
Above On Index,Nuuanu No 4,63.459826140021,33.0
Above On Index,Nuuanu No 4,55.85,33.0
Above On Index,Nuuanu No 4,122.388302937255,33.0
Above On Index,Nuuanu No 4,38.1,33.0
Above On Index,Nuuanu No 4,33.27300000000005,33.0
Above On Index,Nuuanu No 4,85.99399999999994,33.0
Above On Index,Nuuanu No 4,50.03599999999995,33.0
Above On Index,Nuuanu No 4,37.8459999999998,33.0
Above On Index,Nuuanu No 4,63.5,33.0
Above On Index,Nuuanu No 4,65.9380000000001,33.0
Above On Index,Nuuanu No 4,44.7040000000001,33.0
Above Off Index,Nuuanu No 4,31.14000000000005,30.0
Above Off Index,Nuuanu No 4,30.4444989712352,30.0
Above On Index,Nuuanu No 4,37.338,33.0
Above On Index,Nuuanu No 4,72.898,33.0
Above On Index,Nuuanu No 4,45.57167205906825,33.0
Above On Index,Nuuanu No 4,43.380223150258416,33.0
Above On Index,Nuuanu No 4,41.4671151561006,33.0
Above On Index,Nuuanu No 4,39.915799216910884,33.0
Above On Index,Nuuanu No 4,34.334807653874414,33.0
Above On Index,Nuuanu No 4,38.98485627949698,33.0
Above On Index,Nuuanu No 4,58.376793039988456,33.0
Above On Index,Nuuanu No 4,59.538554754891535,33.0
Above On Index,Nuuanu No 4,40.88230040847888,33.0
Above On Index,Nuuanu No 4,116.44465657877592,33.0
Above On Index,Nuuanu No 4,76.79799565958595,33.0
Above On Index,Nuuanu No 4,35.0733457237999,33.0
Above On Index,Nuuanu No 4,45.4654278582531,33.0
Above On Index,Kaneha,59.0528255323791,30.5
Above On Index,Kaneha,45.02267369789497,30.5
Above On Index,Kaneha,34.539082189752975,30.5
Above On Index,Kaneha,32.22649555218371,30.5
Above On Index,Kaneha,53.35873921257477,30.5
Above On Index,Kaneha,30.818876042233224,30.5
Above On Index,Kaneha,36.25796834065102,30.5
Above On Index,Kaneha,50.50845956398156,30.5
Above On Index,Kaneha,140.716,30.5
Above On Index,Kaneha,53.6570861486178,30.5
Above On Index,Kaneha,42.0640615724006,30.5
Above On Index,Kaneha,56.529931648437504,30.5
Above On Index,Kaneha,63.459826140021,30.5
Above On Index,Kaneha,55.85,30.5
Above On Index,Kaneha,122.388302937255,30.5
Above On Index,Kaneha,38.1,30.5
Above On Index,Kaneha,33.27300000000005,30.5
Above On Index,Kaneha,85.99399999999994,30.5
Above On Index,Kaneha,50.03599999999995,30.5
Above On Index,Kaneha,37.8459999999998,30.5
Above On Index,Kaneha,63.5,30.5
Above On Index,Kaneha,65.9380000000001,30.5
Above On Index,Kaneha,44.7040000000001,30.5
Above On Index,Kaneha,31.14000000000005,30.5
Above Off Index,Kaneha,30.4444989712352,30.0
Above On Index,Kaneha,37.338,30.5
Above On Index,Kaneha,72.898,30.5
Above On Index,Kaneha,45.57167205906825,30.5
Above On Index,Kaneha,43.380223150258416,30.5
Above On Index,Kaneha,41.4671151561006,30.5
Above On Index,Kaneha,39.915799216910884,30.5
Above On Index,Kaneha,34.334807653874414,30.5
Above On Index,Kaneha,38.98485627949698,30.5
Above On Index,Kaneha,58.376793039988456,30.5
Above On Index,Kaneha,59.538554754891535,30.5
Above On Index,Kaneha,40.88230040847888,30.5
Above On Index,Kaneha,116.44465657877592,30.5
Above On Index,Kaneha,76.79799565958595,30.5
Above On Index,Kaneha,35.0733457237999,30.5
Above On Index,Kaneha,45.4654278582531,30.5
Above On Index,Mimino,59.0528255323791,32.0
Above On Index,Mimino,45.02267369789497,32.0
Above On Index,Mimino,34.539082189752975,32.0
Above On Index,Mimino,32.22649555218371,32.0
Above On Index,Mimino,53.35873921257477,32.0
Above On Index,Mimino,36.25796834065102,32.0
Above On Index,Mimino,50.50845956398156,32.0
Above On Index,Mimino,140.716,32.0
Above On Index,Mimino,53.6570861486178,32.0
Above On Index,Mimino,42.0640615724006,32.0
Above On Index,Mimino,56.529931648437504,32.0
Above On Index,Mimino,63.459826140021,32.0
Above On Index,Mimino,55.85,32.0
Above On Index,Mimino,122.388302937255,32.0
Above On Index,Mimino,38.1,32.0
Above On Index,Mimino,33.27300000000005,32.0
Above On Index,Mimino,85.99399999999994,32.0
Above On Index,Mimino,50.03599999999995,32.0
Above On Index,Mimino,37.8459999999998,32.0
Above On Index,Mimino,63.5,32.0
Above On Index,Mimino,65.9380000000001,32.0
Above On Index,Mimino,44.7040000000001,32.0
Above On Index,Mimino,37.338,32.0
Above On Index,Mimino,72.898,32.0
Above On Index,Mimino,45.57167205906825,32.0
Above On Index,Mimino,43.380223150258416,32.0
Above On Index,Mimino,41.4671151561006,32.0
Above On Index,Mimino,39.915799216910884,32.0
Above On Index,Mimino,34.334807653874414,32.0
Above On Index,Mimino,38.98485627949698,32.0
Above On Index,Mimino,58.376793039988456,32.0
Above On Index,Mimino,59.538554754891535,32.0
Above On Index,Mimino,40.88230040847888,32.0
Above On Index,Mimino,116.44465657877592,32.0
Above On Index,Mimino,76.79799565958595,32.0
Above On Index,Mimino,35.0733457237999,32.0
Above On Index,Mimino,45.4654278582531,32.0
Above On Index,Kapalaalea ,26.74364659790052,20.0
Above On Index,Kapalaalea ,23.6893998613414,20.0
Above On Index,Kapalaalea ,59.0528255323791,20.0
Above On Index,Kapalaalea ,22.960875074433055,20.0
Above On Index,Kapalaalea ,45.02267369789497,20.0
Above On Index,Kapalaalea ,34.539082189752975,20.0
Above On Index,Kapalaalea ,32.22649555218371,20.0
Above On Index,Kapalaalea ,26.4405175406852,20.0
Above On Index,Kapalaalea ,53.35873921257477,20.0
Above On Index,Kapalaalea ,30.818876042233224,20.0
Above On Index,Kapalaalea ,36.25796834065102,20.0
Above On Index,Kapalaalea ,22.308766299411126,20.0
Above On Index,Kapalaalea ,20.359682912118096,20.0
Above On Index,Kapalaalea ,28.53237893400246,20.0
Above On Index,Kapalaalea ,24.3871991591653,20.0
Above Off Index,Kapalaalea ,19.431115179919807,19.0
Above On Index,Kapalaalea ,50.50845956398156,20.0
Above Off Index,Kapalaalea ,19.507721032606117,19.0
Above On Index,Kapalaalea ,140.716,20.0
Above On Index,Kapalaalea ,22.9921626175131,20.0
Above On Index,Kapalaalea ,53.6570861486178,20.0
Above On Index,Kapalaalea ,42.0640615724006,20.0
Above On Index,Kapalaalea ,56.529931648437504,20.0
Above On Index,Kapalaalea ,28.31700000000005,20.0
Above On Index,Kapalaalea ,63.459826140021,20.0
Above On Index,Kapalaalea ,27.37727793159485,20.0
Above On Index,Kapalaalea ,26.674,20.0
Above On Index,Kapalaalea ,24.528,20.0
Above On Index,Kapalaalea ,55.85,20.0
Above On Index,Kapalaalea ,122.388302937255,20.0
Above On Index,Kapalaalea ,27.4319999999999,20.0
Above On Index,Kapalaalea ,38.1,20.0
Above On Index,Kapalaalea ,29.57399999999995,20.0
Above On Index,Kapalaalea ,33.27300000000005,20.0
Above On Index,Kapalaalea ,20.08200000000005,20.0
Above On Index,Kapalaalea ,85.99399999999994,20.0
Above On Index,Kapalaalea ,50.03599999999995,20.0
Above On Index,Kapalaalea ,25.42399999999995,20.0
Above On Index,Kapalaalea ,21.994999999999997,20.0
Above On Index,Kapalaalea ,37.8459999999998,20.0
Above On Index,Kapalaalea ,63.5,20.0
Above Off Index,Kapalaalea ,19.2264426932322,19.0
Above On Index,Kapalaalea ,65.9380000000001,20.0
Above On Index,Kapalaalea ,44.7040000000001,20.0
Above On Index,Kapalaalea ,31.14000000000005,20.0
Above On Index,Kapalaalea ,20.450000000000053,20.0
Above On Index,Kapalaalea ,30.4444989712352,20.0
Above On Index,Kapalaalea ,20.3199999999999,20.0
Above On Index,Kapalaalea ,37.338,20.0
Above On Index,Kapalaalea ,72.898,20.0
Above On Index,Kapalaalea ,45.57167205906825,20.0
Above On Index,Kapalaalea ,43.380223150258416,20.0
Above Off Index,Kapalaalea ,19.82205419375939,19.0
Above On Index,Kapalaalea ,41.4671151561006,20.0
Above On Index,Kapalaalea ,39.915799216910884,20.0
Above On Index,Kapalaalea ,23.361458541629602,20.0
Above On Index,Kapalaalea ,23.787635540724544,20.0
Above On Index,Kapalaalea ,26.040043415579426,20.0
Above On Index,Kapalaalea ,21.02983522883168,20.0
Above On Index,Kapalaalea ,24.57327329798814,20.0
Above On Index,Kapalaalea ,25.059524760593696,20.0
Above On Index,Kapalaalea ,20.77725298005798,20.0
Above On Index,Kapalaalea ,34.334807653874414,20.0
Above Off Index,Kapalaalea ,19.252026518712206,19.0
Above On Index,Kapalaalea ,22.773161448654882,20.0
Above On Index,Kapalaalea ,38.98485627949698,20.0
Above On Index,Kapalaalea ,23.47768960483672,20.0
Above On Index,Kapalaalea ,58.376793039988456,20.0
Above On Index,Kapalaalea ,59.538554754891535,20.0
Above On Index,Kapalaalea ,40.88230040847888,20.0
Above On Index,Kapalaalea ,28.6492691632016,20.0
Above On Index,Kapalaalea ,23.99907686610822,20.0
Above On Index,Kapalaalea ,116.44465657877592,20.0
Above On Index,Kapalaalea ,76.79799565958595,20.0
Above On Index,Kapalaalea ,35.0733457237999,20.0
Above On Index,Kapalaalea ,24.417536611075082,20.0
Above On Index,Kapalaalea ,28.557244722484977,20.0
Above On Index,Kapalaalea ,45.4654278582531,20.0
Above Off Index,Kapalaalea ,19.91786350900636,19.0
Above On Index,Haiku ,26.74364659790052,20.0
Above On Index,Haiku ,23.6893998613414,20.0
Above On Index,Haiku ,59.0528255323791,20.0
Above On Index,Haiku ,22.960875074433055,20.0
Above On Index,Haiku ,45.02267369789497,20.0
Above On Index,Haiku ,34.539082189752975,20.0
Above On Index,Haiku ,32.22649555218371,20.0
Above On Index,Haiku ,26.4405175406852,20.0
Above On Index,Haiku ,53.35873921257477,20.0
Above On Index,Haiku ,30.818876042233224,20.0
Above On Index,Haiku ,36.25796834065102,20.0
Above On Index,Haiku ,22.308766299411126,20.0
Above On Index,Haiku ,20.359682912118096,20.0
Above On Index,Haiku ,28.53237893400246,20.0
Above On Index,Haiku ,24.3871991591653,20.0
Above Off Index,Haiku ,19.431115179919807,19.0
Above On Index,Haiku ,50.50845956398156,20.0
Above Off Index,Haiku ,19.507721032606117,19.0
Above On Index,Haiku ,140.716,20.0
Above On Index,Haiku ,22.9921626175131,20.0
Above On Index,Haiku ,53.6570861486178,20.0
Above On Index,Haiku ,42.0640615724006,20.0
Above On Index,Haiku ,56.529931648437504,20.0
Above On Index,Haiku ,28.31700000000005,20.0
Above On Index,Haiku ,63.459826140021,20.0
Above On Index,Haiku ,27.37727793159485,20.0
Above On Index,Haiku ,26.674,20.0
Above On Index,Haiku ,24.528,20.0
Above On Index,Haiku ,55.85,20.0
Above On Index,Haiku ,122.388302937255,20.0
Above On Index,Haiku ,27.4319999999999,20.0
Above On Index,Haiku ,38.1,20.0
Above On Index,Haiku ,29.57399999999995,20.0
Above On Index,Haiku ,33.27300000000005,20.0
Above On Index,Haiku ,20.08200000000005,20.0
Above On Index,Haiku ,85.99399999999994,20.0
Above On Index,Haiku ,50.03599999999995,20.0
Above On Index,Haiku ,25.42399999999995,20.0
Above On Index,Haiku ,21.994999999999997,20.0
Above On Index,Haiku ,37.8459999999998,20.0
Above On Index,Haiku ,63.5,20.0
Above Off Index,Haiku ,19.2264426932322,19.0
Above On Index,Haiku ,65.9380000000001,20.0
Above On Index,Haiku ,44.7040000000001,20.0
Above On Index,Haiku ,31.14000000000005,20.0
Above On Index,Haiku ,20.450000000000053,20.0
Above On Index,Haiku ,30.4444989712352,20.0
Above On Index,Haiku ,20.3199999999999,20.0
Above On Index,Haiku ,37.338,20.0
Above On Index,Haiku ,72.898,20.0
Above On Index,Haiku ,45.57167205906825,20.0
Above On Index,Haiku ,43.380223150258416,20.0
Above Off Index,Haiku ,19.82205419375939,19.0
Above On Index,Haiku ,41.4671151561006,20.0
Above On Index,Haiku ,39.915799216910884,20.0
Above On Index,Haiku ,23.361458541629602,20.0
Above On Index,Haiku ,23.787635540724544,20.0
Above On Index,Haiku ,26.040043415579426,20.0
Above On Index,Haiku ,21.02983522883168,20.0
Above On Index,Haiku ,24.57327329798814,20.0
Above On Index,Haiku ,25.059524760593696,20.0
Above On Index,Haiku ,20.77725298005798,20.0
Above On Index,Haiku ,34.334807653874414,20.0
Above Off Index,Haiku ,19.252026518712206,19.0
Above On Index,Haiku ,22.773161448654882,20.0
Above On Index,Haiku ,38.98485627949698,20.0
Above On Index,Haiku ,23.47768960483672,20.0
Above On Index,Haiku ,58.376793039988456,20.0
Above On Index,Haiku ,59.538554754891535,20.0
Above On Index,Haiku ,40.88230040847888,20.0
Above On Index,Haiku ,28.6492691632016,20.0
Above On Index,Haiku ,23.99907686610822,20.0
Above On Index,Haiku ,116.44465657877592,20.0
Above On Index,Haiku ,76.79799565958595,20.0
Above On Index,Haiku ,35.0733457237999,20.0
Above On Index,Haiku ,24.417536611075082,20.0
Above On Index,Haiku ,28.557244722484977,20.0
Above On Index,Haiku ,45.4654278582531,20.0
Above Off Index,Haiku ,19.91786350900636,19.0
Above Off Index,Pauwela,26.74364659790052,26.0
Above On Index,Pauwela,59.0528255323791,27.0
Above On Index,Pauwela,45.02267369789497,27.0
Above On Index,Pauwela,34.539082189752975,27.0
Above On Index,Pauwela,32.22649555218371,27.0
Above Off Index,Pauwela,26.4405175406852,26.0
Above On Index,Pauwela,53.35873921257477,27.0
Above On Index,Pauwela,30.818876042233224,27.0
Above On Index,Pauwela,36.25796834065102,27.0
Above On Index,Pauwela,28.53237893400246,27.0
Above On Index,Pauwela,50.50845956398156,27.0
Above On Index,Pauwela,140.716,27.0
Above On Index,Pauwela,53.6570861486178,27.0
Above On Index,Pauwela,42.0640615724006,27.0
Above On Index,Pauwela,56.529931648437504,27.0
Above On Index,Pauwela,28.31700000000005,27.0
Above On Index,Pauwela,63.459826140021,27.0
Above On Index,Pauwela,27.37727793159485,27.0
Above Off Index,Pauwela,26.674,26.0
Above On Index,Pauwela,55.85,27.0
Above On Index,Pauwela,122.388302937255,27.0
Above On Index,Pauwela,27.4319999999999,27.0
Above On Index,Pauwela,38.1,27.0
Above On Index,Pauwela,29.57399999999995,27.0
Above On Index,Pauwela,33.27300000000005,27.0
Above On Index,Pauwela,85.99399999999994,27.0
Above On Index,Pauwela,50.03599999999995,27.0
Above On Index,Pauwela,37.8459999999998,27.0
Above On Index,Pauwela,63.5,27.0
Above On Index,Pauwela,65.9380000000001,27.0
Above On Index,Pauwela,44.7040000000001,27.0
Above On Index,Pauwela,31.14000000000005,27.0
Above On Index,Pauwela,30.4444989712352,27.0
Above On Index,Pauwela,37.338,27.0
Above On Index,Pauwela,72.898,27.0
Above On Index,Pauwela,45.57167205906825,27.0
Above On Index,Pauwela,43.380223150258416,27.0
Above On Index,Pauwela,41.4671151561006,27.0
Above On Index,Pauwela,39.915799216910884,27.0
Above Off Index,Pauwela,26.040043415579426,26.0
Above On Index,Pauwela,34.334807653874414,27.0
Above On Index,Pauwela,38.98485627949698,27.0
Above On Index,Pauwela,58.376793039988456,27.0
Above On Index,Pauwela,59.538554754891535,27.0
Above On Index,Pauwela,40.88230040847888,27.0
Above On Index,Pauwela,28.6492691632016,27.0
Above On Index,Pauwela,116.44465657877592,27.0
Above On Index,Pauwela,76.79799565958595,27.0
Above On Index,Pauwela,35.0733457237999,27.0
Above On Index,Pauwela,28.557244722484977,27.0
Above On Index,Pauwela,45.4654278582531,27.0
Above On Index,#15,59.0528255323791,30.0
Above On Index,#15,45.02267369789497,30.0
Above On Index,#15,34.539082189752975,30.0
Above On Index,#15,32.22649555218371,30.0
Above On Index,#15,53.35873921257477,30.0
Above On Index,#15,30.818876042233224,30.0
Above On Index,#15,36.25796834065102,30.0
Above On Index,#15,50.50845956398156,30.0
Above On Index,#15,140.716,30.0
Above On Index,#15,53.6570861486178,30.0
Above On Index,#15,42.0640615724006,30.0
Above On Index,#15,56.529931648437504,30.0
Above On Index,#15,63.459826140021,30.0
Above On Index,#15,55.85,30.0
Above On Index,#15,122.388302937255,30.0
Above On Index,#15,38.1,30.0
Above Off Index,#15,29.57399999999995,29.0
Above On Index,#15,33.27300000000005,30.0
Above On Index,#15,85.99399999999994,30.0
Above On Index,#15,50.03599999999995,30.0
Above On Index,#15,37.8459999999998,30.0
Above On Index,#15,63.5,30.0
Above On Index,#15,65.9380000000001,30.0
Above On Index,#15,44.7040000000001,30.0
Above On Index,#15,31.14000000000005,30.0
Above On Index,#15,30.4444989712352,30.0
Above On Index,#15,37.338,30.0
Above On Index,#15,72.898,30.0
Above On Index,#15,45.57167205906825,30.0
Above On Index,#15,43.380223150258416,30.0
Above On Index,#15,41.4671151561006,30.0
Above On Index,#15,39.915799216910884,30.0
Above On Index,#15,34.334807653874414,30.0
Above On Index,#15,38.98485627949698,30.0
Above On Index,#15,58.376793039988456,30.0
Above On Index,#15,59.538554754891535,30.0
Above On Index,#15,40.88230040847888,30.0
Above On Index,#15,116.44465657877592,30.0
Above On Index,#15,76.79799565958595,30.0
Above On Index,#15,35.0733457237999,30.0
Above On Index,#15,45.4654278582531,30.0
Above On Index,Test,26.74364659790052,20.0
Above On Index,Test,23.6893998613414,20.0
Above On Index,Test,59.0528255323791,20.0
Above On Index,Test,22.960875074433055,20.0
Above On Index,Test,45.02267369789497,20.0
Above On Index,Test,34.539082189752975,20.0
Above On Index,Test,32.22649555218371,20.0
Above On Index,Test,26.4405175406852,20.0
Above On Index,Test,53.35873921257477,20.0
Above On Index,Test,30.818876042233224,20.0
Above On Index,Test,36.25796834065102,20.0
Above On Index,Test,22.308766299411126,20.0
Above On Index,Test,20.359682912118096,20.0
Above On Index,Test,28.53237893400246,20.0
Above On Index,Test,24.3871991591653,20.0
Above Off Index,Test,19.431115179919807,19.0
Above On Index,Test,50.50845956398156,20.0
Above Off Index,Test,19.507721032606117,19.0
Above On Index,Test,140.716,20.0
Above On Index,Test,22.9921626175131,20.0
Above On Index,Test,53.6570861486178,20.0
Above On Index,Test,42.0640615724006,20.0
Above On Index,Test,56.529931648437504,20.0
Above On Index,Test,28.31700000000005,20.0
Above On Index,Test,63.459826140021,20.0
Above On Index,Test,27.37727793159485,20.0
Above On Index,Test,26.674,20.0
Above On Index,Test,24.528,20.0
Above On Index,Test,55.85,20.0
Above On Index,Test,122.388302937255,20.0
Above On Index,Test,27.4319999999999,20.0
Above On Index,Test,38.1,20.0
Above On Index,Test,29.57399999999995,20.0
Above On Index,Test,33.27300000000005,20.0
Above On Index,Test,20.08200000000005,20.0
Above On Index,Test,85.99399999999994,20.0
Above On Index,Test,50.03599999999995,20.0
Above On Index,Test,25.42399999999995,20.0
Above On Index,Test,21.994999999999997,20.0
Above On Index,Test,37.8459999999998,20.0
Above On Index,Test,63.5,20.0
Above Off Index,Test,19.2264426932322,19.0
Above On Index,Test,65.9380000000001,20.0
Above On Index,Test,44.7040000000001,20.0
Above On Index,Test,31.14000000000005,20.0
Above On Index,Test,20.450000000000053,20.0
Above On Index,Test,30.4444989712352,20.0
Above On Index,Test,20.3199999999999,20.0
Above On Index,Test,37.338,20.0
Above On Index,Test,72.898,20.0
Above On Index,Test,45.57167205906825,20.0
Above On Index,Test,43.380223150258416,20.0
Above Off Index,Test,19.82205419375939,19.0
Above On Index,Test,41.4671151561006,20.0
Above On Index,Test,39.915799216910884,20.0
Above On Index,Test,23.361458541629602,20.0
Above On Index,Test,23.787635540724544,20.0
Above On Index,Test,26.040043415579426,20.0
Above On Index,Test,21.02983522883168,20.0
Above On Index,Test,24.57327329798814,20.0
Above On Index,Test,25.059524760593696,20.0
Above On Index,Test,20.77725298005798,20.0
Above On Index,Test,34.334807653874414,20.0
Above Off Index,Test,19.252026518712206,19.0
Above On Index,Test,22.773161448654882,20.0
Above On Index,Test,38.98485627949698,20.0
Above On Index,Test,23.47768960483672,20.0
Above On Index,Test,58.376793039988456,20.0
Above On Index,Test,59.538554754891535,20.0
Above On Index,Test,40.88230040847888,20.0
Above On Index,Test,28.6492691632016,20.0
Above On Index,Test,23.99907686610822,20.0
Above On Index,Test,116.44465657877592,20.0
Above On Index,Test,76.79799565958595,20.0
Above On Index,Test,35.0733457237999,20.0
Above On Index,Test,24.417536611075082,20.0
Above On Index,Test,28.557244722484977,20.0
Above On Index,Test,45.4654278582531,20.0
Above Off Index,Test,19.91786350900636,19.0
